dep,2020-04-01,2020-04-23,2020-04-22,2020-04-03,2020-04-25,2020-04-02,2020-04-24,2020-04-05,2020-04-27,2020-04-04,2020-04-26,2020-04-07,2020-04-06,2020-04-28,2020-03-31,2020-04-21,2020-03-30,2020-04-20,2020-03-29,2020-04-19,2020-03-22,2020-04-12,2020-03-21,2020-04-11,2020-03-24,2020-04-14,2020-03-23,2020-04-13,2020-03-26,2020-04-16,2020-03-25,2020-04-15,2020-03-28,2020-04-18,2020-03-27,2020-04-17,2020-03-20,2020-04-10,2020-03-19,2020-04-09,2020-04-08
01,0.2289156626506024,0.018404907975460124,0.029166666666666667,0.06572769953051644,0.006024096385542169,0.1658291457286432,0.012121212121212121,0.04032258064516129,0.007905138339920948,0.10504201680672269,0.00796812749003984,0.054945054945054944,0.03875968992248062,0.0019723865877712033,0.15625,0.02575107296137339,0.17592592592592593,0.00881057268722467,0.11235955056179775,0.006666666666666667,0.42857142857142855,0.012048192771084338,0.75,0.021341463414634148,0.34375,0.03910614525139665,0.6666666666666666,0.03488372093023256,0.22807017543859648,0.03676470588235294,0.2727272727272727,0.089058524173028,0.08860759493670886,0.06935123042505593,0.20833333333333334,0.019230769230769232,0.0,0.0529595015576324,1.0,0.039473684210526314,0.06506849315068493
02,0.1151685393258427,0.022284122562674095,0.027540360873694207,0.12314225053078556,0.008984725965858042,0.13801452784503632,0.02357207615593835,0.015355086372360844,0.0035460992907801418,0.08187134502923976,0.009786476868327402,0.11442786069651742,0.024344569288389514,0.020833333333333332,0.18412698412698414,0.0908203125,0.03501945525291829,0.11385606874328678,0.020161290322580645,0.009696969696969697,0.14444444444444443,0.010973936899862825,0.37662337662337664,0.03467406380027739,0.2822085889570552,0.010723860589812333,0.23076923076923078,0.012195121951219513,0.11442786069651742,0.016518424396442185,0.08426966292134831,0.03617571059431524,0.10699588477366255,0.014687882496940025,0.07373271889400922,0.02236024844720497,0.20833333333333334,0.04741379310344827,1.0,0.058823529411764705,0.03365384615384615
03,0.1,0.015625,0.026455026455026454,0.0594059405940594,0.02512562814070352,0.05263157894736842,0.010309278350515464,0.05309734513274336,0.0,0.056074766355140186,0.01485148514851485,0.04032258064516129,0.05042016806722689,0.0,0.06172839506172839,0.02717391304347826,0.18421052631578946,0.027932960893854747,0.04838709677419355,0.0,0.14285714285714285,0.025806451612903226,0.4166666666666667,0.052980132450331126,0.07407407407407407,0.036585365853658534,0.44,0.0189873417721519,0.25,0.023529411764705882,0.18181818181818182,0.012048192771084338,0.15254237288135594,0.011494252873563218,0.12,0.011627906976744186,0.5714285714285714,0.04195804195804196,1.0,0.021897810218978103,0.07462686567164178
04,0.07692307692307693,0.021897810218978103,0.029850746268656716,0.06944444444444445,0.0070921985815602835,0.22388059701492538,0.02142857142857143,0.02702702702702703,0.007042253521126761,0.0,0.0,0.011627906976744186,0.12941176470588237,0.0,0.10416666666666667,0.007692307692307693,0.3488372093023256,0.07751937984496124,0.0,0.05042016806722689,0.0,0.0,0.5,0.030303030303030304,0.0,0.07476635514018691,0.0,0.0,0.05,0.0,0.8947368421052632,0.036036036036036036,0.14285714285714285,0.008849557522123894,0.16666666666666666,0.008928571428571428,0.0,0.0625,1.0,0.011111111111111112,0.033707865168539325
05,0.10526315789473684,0.007874015748031496,0.007936507936507936,0.06666666666666667,0.022900763358778626,0.09523809523809523,0.0078125,0.021505376344086023,0.0,0.01098901098901099,0.0,0.019801980198019802,0.06060606060606061,0.0,0.10294117647058823,0.048,0.14754098360655737,0.0,0.15384615384615385,0.0,0.25,0.009259259259259259,0.3333333333333333,0.009345794392523364,0.19047619047619047,0.0,0.29411764705882354,0.01818181818181818,0.2,0.017241379310344827,0.25,0.03508771929824561,0.09090909090909091,0.01680672268907563,0.125,0.008547008547008548,0.3333333333333333,0.018867924528301886,1.0,0.009615384615384616,0.019417475728155338
06,0.15748031496062992,0.01455026455026455,0.02953020134228188,0.10810810810810811,0.007761966364812419,0.1447811447811448,0.014341590612777053,0.028795811518324606,0.012690355329949238,0.10242587601078167,0.006426735218508998,0.08222222222222222,0.07506053268765134,0.011292346298619825,0.102803738317757,0.016597510373443983,0.057291666666666664,0.026722925457102673,0.10497237569060773,0.0072254335260115606,0.04878048780487805,0.010638297872340425,0.1282051282051282,0.01971326164874552,0.16,0.04560260586319218,0.3492063492063492,0.03754266211604096,0.14049586776859505,0.027906976744186046,0.27884615384615385,0.02073365231259968,0.13580246913580246,0.024745269286754003,0.1357142857142857,0.03731343283582089,0.6470588235294118,0.0712979890310786,1.0,0.051181102362204724,0.06639004149377593
07,0.06912442396313365,0.019801980198019802,0.010101010101010102,0.07630522088353414,0.012135922330097087,0.05652173913043478,0.007371007371007371,0.027237354085603113,0.023310023310023312,0.004,0.016706443914081145,0.05067567567567568,0.08540925266903915,0.06739130434782609,0.16336633663366337,0.015306122448979591,0.1242603550295858,0.007772020725388601,0.060810810810810814,0.0026109660574412533,0.13043478260869565,0.0061162079510703364,0.3,0.009230769230769232,0.21052631578947367,0.034383954154727794,0.23333333333333334,0.02967359050445104,0.12903225806451613,0.011111111111111112,0.5308641975308642,0.019662921348314606,0.2446043165467626,0.020942408376963352,0.11428571428571428,0.0374331550802139,0.5,0.031055900621118012,1.0,0.022435897435897436,0.029508196721311476
08,0.109375,0.008368200836820083,0.04219409282700422,0.06097560975609756,0.012195121951219513,0.16883116883116883,0.01646090534979424,0.0970873786407767,0.011857707509881422,0.11827956989247312,0.016,0.10483870967741936,0.07207207207207207,0.003937007874015748,0.40350877192982454,0.01762114537444934,0.0,0.013452914798206279,0.20588235294117646,0.02727272727272727,0.25,0.13529411764705881,0.6666666666666666,0.02040816326530612,0.0,0.05027932960893855,0.2,0.0,0.5333333333333333,0.015873015873015872,0.2857142857142857,0.03763440860215054,0.4074074074074074,0.0514018691588785,0.0625,0.06896551724137931,0.0,0.0625,1.0,0.08148148148148149,0.0
09,0.25,0.024390243902439025,0.0,0.0,0.0,0.09090909090909091,0.023809523809523808,0.11538461538461539,0.0,0.043478260869565216,0.0,0.06896551724137931,0.037037037037037035,0.0,0.2,0.0,0.16666666666666666,0.025,0.0,0.0,0.3333333333333333,0.02857142857142857,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5555555555555556,0.05405405405405406,0.0,0.0,0.1,0.05128205128205128,1.0,0.029411764705882353,NaN,0.030303030303030304,0.09375
10,0.265625,0.04215116279069767,0.057663125948406675,0.05625,0.01646090534979424,0.152317880794702,0.040446304044630406,0.04784688995215311,0.00816326530612245,0.19597989949748743,0.0,0.057777777777777775,0.014150943396226415,0.0392156862745098,0.13829787234042554,0.011272141706924315,0.07407407407407407,0.021172638436482084,0.013333333333333334,0.0066555740432612314,0.391304347826087,0.04743083003952569,0.42857142857142855,0.01867219917012448,0.08108108108108109,0.03460837887067395,0.3235294117647059,0.045283018867924525,0.18181818181818182,0.031141868512110725,0.3148148148148148,0.019642857142857142,0.05405405405405406,0.010050251256281407,0.05714285714285714,0.021996615905245348,0.25,0.13107822410147993,1.0,0.3819951338199513,0.1141732283464567
