dep,2020-04-01,2020-04-23,2020-04-22,2020-04-03,2020-04-25,2020-04-02,2020-04-24,2020-04-05,2020-04-27,2020-04-04,2020-04-26,2020-04-07,2020-04-06,2020-04-28,2020-03-31,2020-04-21,2020-03-30,2020-04-20,2020-03-29,2020-04-19,2020-03-22,2020-04-12,2020-03-21,2020-04-11,2020-03-24,2020-04-14,2020-03-23,2020-04-13,2020-03-26,2020-04-16,2020-03-25,2020-04-15,2020-03-28,2020-04-18,2020-03-27,2020-04-17,2020-03-20,2020-04-10,2020-03-19,2020-04-09,2020-04-08
11,8.049261480259187E-5,1.1805583504380139E-4,1.1805583504380139E-4,8.585878912276465E-5,1.1805583504380139E-4,8.317570196267825E-5,1.1805583504380139E-4,8.854187628285105E-5,1.207389222038878E-4,8.854187628285105E-5,1.1805583504380139E-4,9.927422492319663E-5,9.390805060302384E-5,1.2342200936397418E-4,7.244335332233268E-5,1.1805583504380139E-4,7.244335332233268E-5,1.15372747883715E-4,6.707717900215989E-5,1.15372747883715E-4,2.1464697280691164E-5,1.0732348640345582E-4,1.8781610120604766E-5,1.0732348640345582E-4,3.488013308112314E-5,1.100065735635422E-4,3.2197045921036745E-5,1.100065735635422E-4,4.561248172146872E-5,1.100065735635422E-4,3.756322024120953E-5,1.100065735635422E-4,6.439409184207349E-5,1.126896607236286E-4,5.0978656041641515E-5,1.126896607236286E-4,1.8781610120604766E-5,1.0732348640345582E-4,1.3415435800431977E-5,1.0195731208328303E-4,9.927422492319663E-5
12,3.233223164247737E-5,5.7479522919959764E-5,5.7479522919959764E-5,3.951717200747234E-5,5.7479522919959764E-5,3.5924701824974855E-5,5.7479522919959764E-5,4.670211237246731E-5,5.7479522919959764E-5,4.670211237246731E-5,5.7479522919959764E-5,4.670211237246731E-5,4.670211237246731E-5,5.7479522919959764E-5,3.233223164247737E-5,5.7479522919959764E-5,2.5147291277482397E-5,5.7479522919959764E-5,1.7962350912487428E-5,5.7479522919959764E-5,0.0,5.7479522919959764E-5,0.0,5.7479522919959764E-5,3.5924701824974853E-6,5.7479522919959764E-5,0.0,5.7479522919959764E-5,1.4369880729989941E-5,5.7479522919959764E-5,7.1849403649949705E-6,5.7479522919959764E-5,1.7962350912487428E-5,5.7479522919959764E-5,1.7962350912487428E-5,5.7479522919959764E-5,0.0,5.7479522919959764E-5,0.0,5.0294582554964795E-5,4.670211237246731E-5
13,1.1845842821886202E-4,2.708323400356555E-4,2.6345940881871387E-4,1.4303486560866743E-4,2.82137501234966E-4,1.2878053192258028E-4,2.7918832874818935E-4,1.553230843035701E-4,2.8852737495631536E-4,1.5040779682560905E-4,2.841036162261504E-4,1.6859436049406504E-4,1.6367907301610395E-4,2.9147654744309204E-4,1.0420409453277489E-4,2.600187075841411E-4,9.339046208126051E-5,2.5657800634956837E-4,7.667848465619285E-5,2.462559026458501E-4,1.720350617286378E-5,2.0693360282216146E-4,1.671197742506767E-5,2.025098440919965E-4,3.489854109352367E-5,2.167641777780836E-4,2.5067966137601507E-5,2.1086583280453033E-4,4.7678288536222475E-5,2.3200156895976297E-4,3.735618483250421E-5,2.2413710899502523E-4,6.340720846569794E-5,2.4281520141127734E-4,5.55427485009602E-5,2.3839144268111238E-4,1.0813632451514375E-5,1.9808608536183152E-4,8.847517460329943E-6,1.8334022292794828E-4,1.779334067021911E-4
14,7.375772467542986E-5,1.4173052976847305E-4,1.4028429987287638E-4,9.545117310937981E-5,1.4462298955966637E-4,8.677379373579983E-5,1.4462298955966637E-4,1.0702101227415312E-4,1.4606921945526304E-4,1.0268232258736313E-4,1.4606921945526304E-4,1.1425216175213644E-4,1.1425216175213644E-4,1.4751544935085972E-4,6.36341154062532E-5,1.3883806997727974E-4,5.4956736032673226E-5,1.3739184008168306E-4,5.351050613707656E-5,1.3739184008168306E-4,7.23114947798332E-6,1.243757710213131E-4,4.338689686789992E-6,1.243757710213131E-4,1.7354758747159967E-5,1.243757710213131E-4,1.0123609269176647E-5,1.243757710213131E-4,2.892459791193328E-5,1.316069204992964E-4,2.4585908225143285E-5,1.2582200091690977E-4,4.7725586554689904E-5,1.3449938029048975E-4,3.615574738991659E-5,1.3449938029048975E-4,0.0,1.2292954112571642E-4,0.0,1.2148331123011976E-4,1.1859085143892643E-4
15,3.501130865269482E-5,9.80316642275455E-5,9.80316642275455E-5,4.901583211377275E-5,9.80316642275455E-5,3.501130865269482E-5,9.80316642275455E-5,5.6018093844311714E-5,9.80316642275455E-5,4.901583211377275E-5,9.80316642275455E-5,6.302035557485068E-5,5.6018093844311714E-5,9.80316642275455E-5,2.8009046922155857E-5,9.80316642275455E-5,2.1006785191616894E-5,9.80316642275455E-5,2.1006785191616894E-5,9.102940249700653E-5,7.002261730538964E-6,7.002261730538964E-5,0.0,7.002261730538964E-5,1.4004523461077929E-5,8.402714076646757E-5,7.002261730538964E-6,7.002261730538964E-5,2.1006785191616894E-5,9.102940249700653E-5,2.1006785191616894E-5,8.402714076646757E-5,2.1006785191616894E-5,9.102940249700653E-5,2.1006785191616894E-5,9.102940249700653E-5,0.0,7.002261730538964E-5,0.0,7.002261730538964E-5,7.002261730538964E-5
16,3.446493193175944E-5,4.88253202366592E-5,4.88253202366592E-5,4.020908725371934E-5,4.88253202366592E-5,3.733700959273939E-5,4.88253202366592E-5,4.308116491469929E-5,4.88253202366592E-5,4.308116491469929E-5,4.88253202366592E-5,4.308116491469929E-5,4.308116491469929E-5,4.88253202366592E-5,3.159285427077948E-5,4.88253202366592E-5,3.159285427077948E-5,4.88253202366592E-5,3.159285427077948E-5,4.88253202366592E-5,8.61623298293986E-6,4.88253202366592E-5,2.872077660979953E-6,4.88253202366592E-5,1.4360388304899765E-5,4.88253202366592E-5,1.4360388304899765E-5,4.88253202366592E-5,1.723246596587972E-5,4.88253202366592E-5,1.723246596587972E-5,4.88253202366592E-5,2.5848698948819575E-5,4.88253202366592E-5,2.2976621287839624E-5,4.88253202366592E-5,0.0,4.88253202366592E-5,0.0,4.595324257567925E-5,4.595324257567925E-5
17,5.0998330963713916E-5,7.417939049267479E-5,7.417939049267479E-5,5.4089138900908696E-5,7.417939049267479E-5,5.4089138900908696E-5,7.417939049267479E-5,5.717994683810348E-5,7.572479446127218E-5,5.4089138900908696E-5,7.417939049267479E-5,6.027075477529826E-5,5.872535080670087E-5,7.572479446127218E-5,4.636211905792174E-5,7.417939049267479E-5,4.172590715212957E-5,7.417939049267479E-5,3.708969524633739E-5,7.417939049267479E-5,6.181615874389566E-6,6.490696668109043E-5,4.636211905792174E-6,6.490696668109043E-5,7.727019842986957E-6,6.645237064968783E-5,7.727019842986957E-6,6.490696668109043E-5,1.8544847623168696E-5,6.954317858688261E-5,7.727019842986957E-6,6.954317858688261E-5,2.9362675403350436E-5,7.417939049267479E-5,2.163565556036348E-5,7.108858255548E-5,1.5454039685973914E-6,6.490696668109043E-5,0.0,6.336156271249305E-5,6.336156271249305E-5
18,5.398037813254882E-5,1.0458698263181334E-4,1.0458698263181334E-4,5.735415176583312E-5,1.1470830353166625E-4,5.735415176583312E-5,1.0458698263181334E-4,7.084924629897033E-5,1.1470830353166625E-4,6.747547266568602E-5,1.1470830353166625E-4,8.771811446539183E-5,7.759679356553893E-5,1.1470830353166625E-4,5.060660449926452E-5,1.0458698263181334E-4,4.385905723269591E-5,1.0121320899852904E-4,3.036396269955871E-5,1.0121320899852904E-4,0.0,9.446566173196043E-5,0.0,9.446566173196043E-5,6.7475472665686025E-6,9.446566173196043E-5,0.0,9.446566173196043E-5,2.024264179970581E-5,9.783943536524473E-5,1.6868868166421506E-5,9.783943536524473E-5,3.036396269955871E-5,1.0121320899852904E-4,2.024264179970581E-5,9.783943536524473E-5,0.0,9.109188809867613E-5,0.0,8.771811446539183E-5,8.771811446539183E-5
19,6.241262232873977E-5,1.0402103721456628E-4,1.0402103721456628E-4,6.241262232873977E-5,1.0818187870314893E-4,6.241262232873977E-5,1.0818187870314893E-4,6.657346381732241E-5,1.1234272019173157E-4,6.241262232873977E-5,1.0818187870314893E-4,7.489514679448772E-5,7.073430530590506E-5,1.1234272019173157E-4,4.993009786299181E-5,1.0402103721456628E-4,4.993009786299181E-5,1.0402103721456628E-4,4.576925637440916E-5,9.569935423740097E-5,0.0,9.153851274881832E-5,0.0,9.153851274881832E-5,1.2482524465747953E-5,9.569935423740097E-5,4.160841488582651E-6,9.569935423740097E-5,2.4965048931495905E-5,9.569935423740097E-5,1.6643365954330603E-5,9.569935423740097E-5,3.744757339724386E-5,9.569935423740097E-5,2.4965048931495905E-5,9.569935423740097E-5,0.0,9.153851274881832E-5,0.0,8.321682977165302E-5,7.905598828307036E-5
21,1.2760703039674527E-4,2.946221142983678E-4,2.889923923690996E-4,1.5387906606666342E-4,3.040049841804814E-4,1.4261962220812706E-4,2.946221142983678E-4,1.7076823185446793E-4,3.0963470610974954E-4,1.6701508390162248E-4,3.040049841804814E-4,2.0829971138292244E-4,1.9704026752438608E-4,3.115112800861723E-4,1.1259443858536347E-4,2.871158183926769E-4,1.0884129063251802E-4,2.777329485105632E-4,1.0884129063251802E-4,2.758563745341405E-4,4.879092338699084E-5,2.2706545114714968E-4,2.814860964634087E-5,2.2518887717072695E-4,5.442064531625901E-5,2.3457174705284058E-4,5.254407133983629E-5,2.3269517307641786E-4,7.318638508048626E-5,2.5709063476991325E-4,7.318638508048626E-5,2.4770776488779964E-4,9.382869882113622E-5,2.6459693067560415E-4,7.881610700975444E-5,2.5709063476991325E-4,2.814860964634087E-5,2.2518887717072695E-4,2.064231374064997E-5,2.1205285933576786E-4,2.1205285933576786E-4
22,1.845061776022919E-5,4.193322218233907E-5,4.193322218233907E-5,3.354657774587125E-5,4.193322218233907E-5,3.354657774587125E-5,4.193322218233907E-5,3.5223906633164815E-5,4.193322218233907E-5,3.5223906633164815E-5,4.193322218233907E-5,3.857856440775194E-5,3.690123552045838E-5,4.193322218233907E-5,1.5095959985642065E-5,4.193322218233907E-5,1.5095959985642065E-5,4.193322218233907E-5,1.3418631098348501E-5,4.193322218233907E-5,1.6773288872935627E-6,4.193322218233907E-5,1.6773288872935627E-6,4.193322218233907E-5,5.031986661880688E-6,4.193322218233907E-5,1.6773288872935627E-6,4.193322218233907E-5,1.0063973323761376E-5,4.193322218233907E-5,5.031986661880688E-6,4.193322218233907E-5,1.174130221105494E-5,4.193322218233907E-5,1.174130221105494E-5,4.193322218233907E-5,0.0,4.0255893295045505E-5,0.0,4.0255893295045505E-5,3.857856440775194E-5
23,1.0320805022791778E-4,1.6341274619420315E-4,1.6341274619420315E-4,1.1180872108024426E-4,1.6341274619420315E-4,1.1180872108024426E-4,1.6341274619420315E-4,1.1180872108024426E-4,1.6341274619420315E-4,1.1180872108024426E-4,1.6341274619420315E-4,1.1180872108024426E-4,1.1180872108024426E-4,1.6341274619420315E-4,1.0320805022791778E-4,1.6341274619420315E-4,1.0320805022791778E-4,1.6341274619420315E-4,7.740603767093833E-5,1.6341274619420315E-4,8.600670852326481E-6,1.5481207534187667E-4,8.600670852326481E-6,1.376107336372237E-4,8.600670852326481E-6,1.6341274619420315E-4,8.600670852326481E-6,1.5481207534187667E-4,4.300335426163241E-5,1.6341274619420315E-4,2.5802012556979444E-5,1.6341274619420315E-4,7.740603767093833E-5,1.6341274619420315E-4,6.020469596628537E-5,1.6341274619420315E-4,8.600670852326481E-6,1.2901006278489722E-4,8.600670852326481E-6,1.2901006278489722E-4,1.2901006278489722E-4
24,1.4691730759342104E-5,3.4280705105131573E-5,3.4280705105131573E-5,1.7140352552565787E-5,3.4280705105131573E-5,1.4691730759342104E-5,3.4280705105131573E-5,2.2037596139013156E-5,3.4280705105131573E-5,2.2037596139013156E-5,3.4280705105131573E-5,2.2037596139013156E-5,2.2037596139013156E-5,3.4280705105131573E-5,1.224310896611842E-5,3.4280705105131573E-5,1.224310896611842E-5,3.4280705105131573E-5,1.224310896611842E-5,3.4280705105131573E-5,4.897243586447368E-6,2.448621793223684E-5,4.897243586447368E-6,2.2037596139013156E-5,7.345865379671052E-6,2.9383461518684207E-5,4.897243586447368E-6,2.9383461518684207E-5,9.794487172894736E-6,2.9383461518684207E-5,9.794487172894736E-6,2.9383461518684207E-5,1.224310896611842E-5,3.183208331190789E-5,1.224310896611842E-5,3.183208331190789E-5,4.897243586447368E-6,2.2037596139013156E-5,2.448621793223684E-6,2.2037596139013156E-5,2.2037596139013156E-5
25,1.260545482520127E-4,2.687927867138506E-4,2.6693904335720335E-4,1.7054438881154658E-4,2.725002734271451E-4,1.4459198181848517E-4,2.725002734271451E-4,1.8908182237801905E-4,2.799152468537341E-4,1.8537433566472456E-4,2.780615034970868E-4,2.1318048601443325E-4,1.9464305244796078E-4,2.836227335670286E-4,1.1307834475548198E-4,2.613778132872616E-4,9.824839790230401E-5,2.5767032657396713E-4,9.639465454565677E-5,2.558165832173199E-4,3.336738041965042E-5,2.3727914965084745E-4,3.1513637063003175E-5,2.3357166293755296E-4,4.2636097202886646E-5,2.391328930074947E-4,3.336738041965042E-5,2.391328930074947E-4,5.005107062947563E-5,2.484016097907309E-4,4.634358391618114E-5,2.391328930074947E-4,6.48810174826536E-5,2.5396283986067264E-4,6.302727412600635E-5,2.5025535314737816E-4,2.03911769231197E-5,2.2986417622425845E-4,1.8537433566472457E-5,2.280104328676112E-4,2.1874171608437498E-4
26,1.536806516059628E-4,2.3436299369909328E-4,2.3436299369909328E-4,1.6328569233133548E-4,2.3820500998924236E-4,1.5560165975103733E-4,2.3628400184416782E-4,1.7096972491163363E-4,2.4396803442446597E-4,1.7096972491163363E-4,2.401260181343169E-4,1.9210081450745352E-4,1.8249577378208083E-4,2.4396803442446597E-4,1.421546027355156E-4,2.3436299369909328E-4,1.325495620101429E-4,2.305209774089442E-4,1.1141847241432304E-4,2.2859996926386967E-4,2.1131089595819887E-5,2.074688796680498E-4,1.7289073305670816E-5,2.0554787152297525E-4,3.84201629014907E-5,2.1131089595819886E-4,2.8815122176118026E-5,2.074688796680498E-4,6.723528507760873E-5,2.247579529737206E-4,4.9946211771937916E-5,2.1707392039342247E-4,9.989242354387583E-5,2.2859996926386967E-4,8.260335023820501E-5,2.2667896111879513E-4,1.152604887044721E-5,1.9978484708775167E-4,9.605040725372675E-6,1.959428307976026E-4,1.9402182265252805E-4
27,1.6647605158759887E-5,4.32837734127757E-5,3.163044980164379E-5,1.8312365674635876E-5,4.32837734127757E-5,1.8312365674635876E-5,4.32837734127757E-5,1.8312365674635876E-5,4.32837734127757E-5,1.8312365674635876E-5,4.32837734127757E-5,2.497140773813983E-5,2.164188670638785E-5,4.32837734127757E-5,1.6647605158759887E-5,3.163044980164379E-5,1.165332361113192E-5,3.163044980164379E-5,9.988563095255933E-6,3.163044980164379E-5,6.659042063503955E-6,3.163044980164379E-5,4.994281547627966E-6,3.163044980164379E-5,6.659042063503955E-6,3.163044980164379E-5,6.659042063503955E-6,3.163044980164379E-5,9.988563095255933E-6,3.163044980164379E-5,8.323802579379943E-6,3.163044980164379E-5,9.988563095255933E-6,3.163044980164379E-5,9.988563095255933E-6,3.163044980164379E-5,1.6647605158759887E-6,3.163044980164379E-5,1.6647605158759887E-6,2.663616825401582E-5,2.663616825401582E-5
28,8.616172789194854E-5,1.4437911160272457E-4,1.397217209058625E-4,9.314781393724166E-5,1.4437911160272457E-4,9.314781393724166E-5,1.4437911160272457E-4,1.0711998602782791E-4,1.4437911160272457E-4,1.0013389998253478E-4,1.4437911160272457E-4,1.1177737672468999E-4,1.1177737672468999E-4,1.4437911160272457E-4,8.150433719508645E-5,1.397217209058625E-4,7.684694649822436E-5,1.397217209058625E-4,7.218955580136229E-5,1.3739302555743145E-4,2.3286953484310414E-6,1.234208534668452E-4,2.3286953484310414E-6,1.234208534668452E-4,2.5615648832741455E-5,1.280782441637073E-4,2.0958258135879373E-5,1.234208534668452E-4,5.123129766548291E-5,1.3040693951213832E-4,4.1916516271758745E-5,1.280782441637073E-4,6.520346975606916E-5,1.3739302555743145E-4,6.520346975606916E-5,1.3739302555743145E-4,2.3286953484310414E-6,1.2109215811841415E-4,2.3286953484310414E-6,1.1876346276998312E-4,1.1876346276998312E-4
29,4.412313000659641E-5,6.618469500989461E-5,6.618469500989461E-5,5.074159950758587E-5,6.728777326005952E-5,4.743236475709114E-5,6.728777326005952E-5,5.294775600791569E-5,6.728777326005952E-5,5.184467775775078E-5,6.728777326005952E-5,5.40508342580806E-5,5.294775600791569E-5,6.728777326005952E-5,3.6401582255442035E-5,6.50816167597297E-5,3.0886191004617486E-5,6.50816167597297E-5,2.6473878003957843E-5,6.50816167597297E-5,1.1030782501649103E-6,5.846314725874024E-5,1.1030782501649103E-6,5.736006900857533E-5,6.618469500989461E-6,6.066930375907006E-5,3.3092347504947304E-6,5.956622550890515E-5,1.4340017252143832E-5,6.287546025939988E-5,1.3236939001978922E-5,6.177238200923497E-5,2.6473878003957843E-5,6.50816167597297E-5,1.5443095502308743E-5,6.287546025939988E-5,0.0,5.625699075841042E-5,0.0,5.515391250824551E-5,5.515391250824551E-5
30,4.6762186225730424E-5,1.0955712201456842E-4,1.0955712201456842E-4,5.87867483980611E-5,1.1356530940534531E-4,5.477856100728421E-5,1.1356530940534531E-4,6.947524810679949E-5,1.1623743433252991E-4,5.87867483980611E-5,1.1356530940534531E-4,7.882768535194557E-5,7.615556042476098E-5,1.175734967961222E-4,4.0081873907768936E-5,1.0822105955097612E-4,3.206549912621515E-5,1.0822105955097612E-4,2.6721249271845956E-5,1.0154074723301463E-4,1.3360624635922978E-6,9.085224752427625E-5,1.3360624635922978E-6,9.085224752427625E-5,1.3360624635922978E-5,9.085224752427625E-5,6.680312317961489E-6,9.085224752427625E-5,1.870487449029217E-5,9.486043491505315E-5,1.6032749563107575E-5,9.352437245146085E-5,2.404912434466136E-5,1.0020468476942234E-4,1.870487449029217E-5,1.0020468476942234E-4,1.3360624635922978E-6,8.684406013349936E-5,1.3360624635922978E-6,8.283587274272247E-5,8.149981027913017E-5
31,8.708469700592819E-5,1.399065624029666E-4,1.3919275341111472E-4,9.493659591629876E-5,1.4133418038667032E-4,9.350897793259501E-5,1.4133418038667032E-4,1.0207468583481746E-4,1.420479893785222E-4,1.0064706785111373E-4,1.4133418038667032E-4,1.0992658474518804E-4,1.0849896676148429E-4,1.420479893785222E-4,7.780518011185388E-5,1.37765135427411E-4,7.20947081770389E-5,1.37765135427411E-4,6.138757329926085E-5,1.37765135427411E-4,1.0707134877778055E-5,1.2491657357407732E-4,8.565707902222444E-6,1.2420276458222545E-4,2.212807874740798E-5,1.2777180954148479E-4,1.570379782074115E-5,1.2491657357407732E-4,4.425615749481596E-5,1.3276847248444787E-4,2.9979977657778554E-5,1.3134085450074414E-4,5.496329237259402E-5,1.3562370845185537E-4,5.0680438421482796E-5,1.3562370845185537E-4,5.710471934814963E-6,1.2206133760666983E-4,2.141426975555611E-6,1.1920610163926235E-4,1.1635086567185487E-4
32,1.5786150284150705E-5,5.2620500947169015E-5,5.2620500947169015E-5,2.1048200378867608E-5,5.788255104188592E-5,2.1048200378867608E-5,5.788255104188592E-5,2.6310250473584507E-5,5.788255104188592E-5,2.1048200378867608E-5,5.788255104188592E-5,2.6310250473584507E-5,2.6310250473584507E-5,5.788255104188592E-5,1.5786150284150705E-5,4.7358450852452116E-5,1.5786150284150705E-5,4.7358450852452116E-5,1.5786150284150705E-5,3.683435066301831E-5,1.0524100189433804E-5,3.157230056830141E-5,1.0524100189433804E-5,3.157230056830141E-5,1.0524100189433804E-5,3.157230056830141E-5,1.0524100189433804E-5,3.157230056830141E-5,1.0524100189433804E-5,3.157230056830141E-5,1.0524100189433804E-5,3.157230056830141E-5,1.5786150284150705E-5,3.683435066301831E-5,1.5786150284150705E-5,3.683435066301831E-5,1.0524100189433804E-5,3.157230056830141E-5,1.0524100189433804E-5,3.157230056830141E-5,2.6310250473584507E-5
