dep,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15
24,0.0004897243586447368,0.0004897243586447368,0.0007345865379671052,0.0009794487172894736,0.0014691730759342104,0.004897243586447368,0.0058766923037368414,0.0071010032003486845,0.008080451917638157,0.010039349352217104,0.002693483972546053,0.002693483972546053,0.002693483972546053,0.002448621793223684,0.003183208331190789,0.0036729326898355262,0.004897243586447368,0.00612155448305921,0.006366416662381578,0.006856141021026315,0.006366416662381578,0.0056318301244144735,0.005386967945092106,0.006366416662381578,0.0058766923037368414,0.006366416662381578,0.00759072755899342,0.0071010032003486845,0.008080451917638157
25,0.004819732727282838,0.006117353076935911,0.007971096433583156,0.00889796811190678,0.011678583146877648,0.012049331818207097,0.014829946853177966,0.015571444195836863,0.015571444195836863,0.018537433566472455,0.016869064545489934,0.027435401678379233,0.028176899021038135,0.027435401678379233,0.029845268042020656,0.03447962643363877,0.03206976006999735,0.0324405087413268,0.033923503426644595,0.033923503426644595,0.036333369790286014,0.03688949279728019,0.03688949279728019,0.03522112377629767,0.03447962643363877,0.03948473349658633,0.03929935916092161,0.043377594545545545,0.04263609720288665
26,0.0032657138466267092,0.0061472260642385125,0.007299830951283234,0.008260335023820502,0.00883663746734286,0.011141847241432305,0.012870754571999387,0.017289073305670817,0.02228369448286461,0.0247810050714615,0.03169663439372983,0.03515444905486399,0.040149070232057785,0.04110957430459505,0.04610419548178884,0.04399108652220685,0.048025203626863376,0.0487936068848932,0.04821730444137083,0.049946211771937914,0.04687259873981866,0.04744890118334102,0.0462962962962963,0.04418318733671431,0.04360688489319194,0.045335792223759025,0.04495159059474412,0.043414784078684494,0.039764868603042874
27,0.0,0.00016647605158759887,0.0006659042063503955,0.0011653323611131921,0.0019977126190511866,0.002497140773813983,0.002497140773813983,0.003662473134927175,0.005826661805565961,0.006159613908741157,0.006159613908741157,0.006159613908741157,0.006492566011916356,0.007158470218266752,0.007158470218266752,0.008989706785730339,0.01048799125001873,0.011486847559544322,0.011320371507956723,0.011153895456369124,0.010987419404781524,0.008323802579379943,0.011153895456369124,0.014483416488121102,0.01564874884923429,0.01564874884923429,0.015315796746059096,0.014150464384945903,0.013151608075420311
28,0.0011643476742155207,0.0025615648832741453,0.0027944344181172497,0.0030273039529603537,0.0034930430226465625,0.007917564184665542,0.009547650928567271,0.011643476742155207,0.01350643302090004,0.015835128369331083,0.016999476043546603,0.02282121441462421,0.026547126972113873,0.0281772137160156,0.0281772137160156,0.03399895208709321,0.035163299761308726,0.03772486464458287,0.040519299062700125,0.038656342783955286,0.03982069045817081,0.041217907667229436,0.04331373348081737,0.04610816789893462,0.047039646038307036,0.05099842813063981,0.05402573208360016,0.05495721022297258,0.0563544274320312
29,0.0014340017252143832,0.0018752330252803473,0.0022061565003298205,0.0022061565003298205,0.0020958486753133295,0.0024267721503628027,0.0024267721503628027,0.0036401582255442036,0.004522620825676132,0.004522620825676132,0.005294775600791569,0.005515391250824551,0.005956622550890515,0.00540508342580806,0.006177238200923497,0.007280316451088407,0.008162779051220335,0.00871431817630279,0.009045241651352265,0.010258627726533664,0.010368935551550156,0.011251398151682083,0.01202355292679752,0.012133860751814012,0.01279570770191296,0.013567862477028396,0.013347246826995413,0.013236939001978922,0.012685399876896469
2A,0.0,0.0006156839324964136,0.03694103594978482,0.03817240381477764,0.03570966808479199,0.036325352017288405,0.03878808774727406,0.04556061100473461,0.054180186059684395,0.0584899735871593,0.062184077182137774,0.056027237857173645,0.05664292178967006,0.05479586999218081,0.054180186059684395,0.04556061100473461,0.04432924313974178,0.04925471459971309,0.048023346734720265,0.04679197886972744,0.04863903066721668,0.0498703985322095,0.048023346734720265,0.04432924313974178,0.043097875274748954,0.043097875274748954,0.043713559207245366,0.043713559207245366,0.04248219134225254
2B,0.0,0.0,0.0032920365635527656,0.0032920365635527656,0.0032920365635527656,0.0032920365635527656,0.003840709324144894,0.003840709324144894,0.003840709324144894,0.003840709324144894,0.003840709324144894,0.003840709324144894,0.003840709324144894,0.005486727605921276,0.004389382084737021,0.006584073127105531,0.008778764169474042,0.00932743693006617,0.00932743693006617,0.008778764169474042,0.008230091408881915,0.004938054845329149,0.005486727605921276,0.0032920365635527656,0.0032920365635527656,0.0021946910423685105,0.0021946910423685105,0.0016460182817763828,0.007681418648289788
30,0.0006680312317961489,0.0005344249854369192,0.0010688499708738383,0.0009352437245146086,0.0017368812026699874,0.0020040936953884467,0.0018704874490292171,0.0025385186808253657,0.002271306188106906,0.0033401561589807447,0.004809824868932272,0.005210643608009962,0.0058786748398061105,0.007348343549757638,0.009886862230583004,0.009886862230583004,0.009352437245146086,0.008818012259709166,0.011890955925971452,0.014162262114078358,0.014696687099515276,0.013895049621359899,0.014162262114078358,0.014429474606796817,0.01295980589684529,0.01269259340412683,0.01229177466504914,0.01295980589684529,0.014028655867719128
31,0.0016417606812593017,0.001855903378814863,0.002498331471481546,0.0036404258584445386,0.003925949455185287,0.0050680438421482794,0.006352900027481646,0.0077091371120001995,0.009993325885926184,0.011135420272889177,0.011635086567185487,0.013205466349259601,0.015275512425630026,0.015632416921555963,0.015418274224000399,0.015275512425630026,0.016132083215852272,0.016203464115037456,0.016132083215852272,0.016774511308518952,0.01641760681259302,0.01634622591340783,0.0176310820987412,0.01784522479629676,0.017060034905259702,0.017416939401185636,0.01734555850200045,0.01734555850200045,0.015846559619111522
32,0.0005262050094716902,0.0015786150284150704,0.0015786150284150704,0.002104820037886761,0.002104820037886761,0.002631025047358451,0.004209640075773522,0.005788255104188592,0.005262050094716902,0.007893075142075353,0.008419280151547043,0.010524100189433803,0.009997895179962113,0.009997895179962113,0.013155125236792256,0.014207535255735636,0.014207535255735636,0.014207535255735636,0.015259945274679016,0.014733740265207323,0.013681330246263943,0.015259945274679016,0.014733740265207323,0.013155125236792256,0.012102715217848874,0.014733740265207323,0.016312355293622394,0.016838560303094087,0.016312355293622394
33,0.00042854344206092663,0.00042854344206092663,0.0006122049172298952,0.002387599177196591,0.003305906553041434,0.004162993437163288,0.006060828680575963,0.00881575080811049,0.01016260162601626,0.012488980311489864,0.013223626212165737,0.014509256538348517,0.01763150161622098,0.018366147516896855,0.018121265550004897,0.01824370653345088,0.019039572925849742,0.018672249975511805,0.018672249975511805,0.019100793417572728,0.0192844548927417,0.01775394259966696,0.017264178665883045,0.017202958174160055,0.018855911450680773,0.01830492702517387,0.019039572925849742,0.01940689587618768,0.018611029483788816
34,0.0031458706196940004,0.0041661529828380004,0.0051864353459820005,0.005526529467030001,0.005611552997292,0.006971929481484001,0.008417329495938,0.01147817658537,0.012923576599824002,0.015049164856374,0.017174753112924,0.019895506081308002,0.020575694323404004,0.020065553141832,0.020235600202356003,0.020830764914190003,0.022446211989168,0.021425929626024,0.021851047277334,0.022531235519430003,0.021595976686548002,0.02040564726288,0.019045270778688003,0.018024988415544004,0.01572935309847,0.015559306037946002,0.016834658991876,0.016324517810304,0.015219211916898002
35,0.0006469064471620676,0.0014786433077990117,0.0018483041347487647,0.0018483041347487647,0.0024952105819108323,0.0031421170290728997,0.003049701822335462,0.0037890234762349676,0.004620760336871911,0.0048980059570842265,0.006006988437933485,0.007762877365944812,0.00840978381310688,0.008687029433319194,0.009796011914168453,0.011829146462392094,0.011921561669129532,0.012106392082604408,0.012568468116291599,0.014416772251040363,0.014231941837565489,0.014971263491464994,0.015987830765576815,0.01580300035210194,0.015895415558839377,0.01681956762621376,0.017004398039688635,0.017558889280113264,0.018113380520537892
36,0.0,0.0013816034890093442,0.0018421379853457926,0.00230267248168224,0.00230267248168224,0.00736855194138317,0.008750155430392514,0.010592293415738306,0.010592293415738306,0.013355500393756993,0.01888191434979437,0.01842137985345792,0.01980298334246727,0.01980298334246727,0.023487259313158853,0.022566190320485957,0.02164512132781306,0.025789931794841094,0.029934742261869124,0.02901367326919623,0.02901367326919623,0.02901367326919623,0.03039527675820557,0.0363822252105794,0.03868489769226164,0.03776382869958874,0.04329024265562612,0.04236917366295322,0.04559291513730836
37,0.0006607420132809144,0.0009911130199213717,0.0019822260398427434,0.0019822260398427434,0.002147411543162972,0.002973339059764115,0.0036340810730450296,0.004129637583005715,0.005451121609567545,0.00842446066933166,0.00842446066933166,0.00958075919257326,0.013380025768938519,0.01668373583534309,0.018665961875185832,0.022795599458191547,0.024447454491393836,0.02808153556443886,0.02742079355115795,0.02989857610096138,0.02989857610096138,0.031715616637483894,0.03188080214080412,0.03188080214080412,0.03303710066404572,0.03204598764412435,0.03237635865076481,0.03221117314744458,0.03221117314744458
38,0.0014229485232561173,0.0017391593062019213,0.0021344227848841763,0.0023715808720935288,0.0028458970465122346,0.004031687482558999,0.004664109048450607,0.006245162963179626,0.006956637224807685,0.00901200731395541,0.009486323488374115,0.011067377403103134,0.01304369479651441,0.013834221753878918,0.01470380140697988,0.01573148645155374,0.015968644538763094,0.016126749930235995,0.01754969845349211,0.01905169967248468,0.01960506854263984,0.01802401462791082,0.018656436193802427,0.01968412123837629,0.019446963151166934,0.01960506854263984,0.020158437412794997,0.01968412123837629,0.020158437412794997
39,0.0007756477628379399,0.0007756477628379399,0.00232694328851382,0.0027147671699327904,0.0031025910513517597,0.0038782388141897005,0.00930777315405528,0.010859068679731161,0.01745207466385365,0.01861554630811056,0.014349483612501893,0.014349483612501893,0.01861554630811056,0.02016684183378644,0.02133031347804335,0.02133031347804335,0.023269432885138202,0.027147671699327903,0.030250262750679657,0.02986243886926069,0.0349041493277073,0.038782388141897,0.04072150754899185,0.04304845083750567,0.043436274718924646,0.04537539412601949,0.04809016129595228,0.05080492846588507,0.05119275234730404
40,0.0,0.0,0.0,0.0,0.0,0.0009709232752154844,0.0009709232752154844,0.00218457736923484,0.0019418465504309687,0.002427308188038711,0.00218457736923484,0.0026700390068425815,0.0036409622820580663,0.0036409622820580663,0.0038836931008619374,0.0041264239196658085,0.0041264239196658085,0.005340078013685163,0.005340078013685163,0.005097347194881292,0.006311001288900648,0.007039193745312262,0.007281924564116133,0.006068270470096776,0.006068270470096776,0.005825539651292905,0.005825539651292905,0.006553732107704519,0.007039193745312262
41,0.0,0.0006100629890036147,0.0012201259780072293,0.0012201259780072293,0.0012201259780072293,0.0018301889670108437,0.003050314945018073,0.0033553464395198805,0.004880503912028917,0.007320755868043375,0.008845913340552413,0.008845913340552413,0.01464151173608675,0.014946543230588558,0.017691826681104826,0.022267299098631933,0.020437110131621087,0.020437110131621087,0.020132078637119282,0.02531761404365001,0.026232708527155427,0.027757865999664462,0.031418243933686155,0.02836792898866808,0.02836792898866808,0.0292830234721735,0.02958805496667531,0.03172327542818796,0.030198117955678925
42,0.004053681200203469,0.006276667664831178,0.00823812631009092,0.009284237587562782,0.012814863149030322,0.016083960891129893,0.02092222554943726,0.0274604210336364,0.03229868569194377,0.03426014433720351,0.0419752150085585,0.04890570222180959,0.051128688686437294,0.05426702251885288,0.0541362586091689,0.05688230071253255,0.058712995448108304,0.06093598191273601,0.06106674582242,0.06368202401609965,0.0625051488289438,0.06211285709989186,0.061720565370839905,0.060674454093368045,0.06145903755147194,0.06446660747420355,0.0640743157451516,0.06394355183546761,0.0640743157451516
43,0.0004407208430108285,0.0004407208430108285,0.000881441686021657,0.001762883372043314,0.0022036042150541425,0.0030850459010757997,0.003525766744086628,0.004847929273119113,0.005729370959140771,0.006170091802151599,0.006170091802151599,0.006170091802151599,0.007051533488173256,0.007051533488173256,0.007492254331184084,0.007492254331184084,0.00881441686021657,0.010136579389249056,0.011018021075270713,0.013221625290324855,0.01189946276129237,0.009695858546238226,0.010577300232259884,0.010577300232259884,0.013221625290324855,0.014103066976346511,0.013662346133335685,0.012780904447314029,0.01189946276129237
44,0.0012524901940455225,0.0016699869253940299,0.0020874836567425373,0.002644145965207214,0.003479139427904229,0.003966218947810822,0.005357874718972513,0.006192868181669527,0.006332033758785697,0.008906596935434826,0.01001992155236418,0.010994080592177363,0.010994080592177363,0.01106366338073545,0.013081564248919902,0.014194888865849256,0.015029882328546268,0.016978200408172637,0.017395697139521146,0.018161107813660076,0.01836985617933433,0.018300273390776244,0.019065684064915177,0.02010942589328644,0.02003984310472836,0.02052692262463495,0.02080525377886729,0.020596505413193036,0.020318174258960698
45,0.0007321823426906237,0.0013179282168431226,0.003807348181991243,0.004393094056143742,0.005418149335910615,0.0062967681471393635,0.0062967681471393635,0.007175386958368112,0.008639751643749359,0.009225497517901858,0.012154226888664353,0.016840193881884347,0.020354669126799337,0.022111906749256834,0.02621212786832433,0.028701547833472448,0.031923150141311196,0.03338751482669244,0.03382682423230682,0.035876934791840565,0.03631624419745493,0.0385127912255268,0.03748773594575994,0.03880566416260305,0.04056290178506055,0.04158795706482742,0.04275944881313242,0.043491631155823045,0.0420272664704418
46,0.0,0.0,0.0,0.0005774805677788942,0.0005774805677788942,0.0011549611355577884,0.0011549611355577884,0.0017324417033366827,0.0017324417033366827,0.0017324417033366827,0.0017324417033366827,0.002887402838894471,0.002887402838894471,0.002887402838894471,0.004619844542231154,0.007507247381125625,0.010972130787798991,0.009817169652241203,0.008662208516683414,0.010972130787798991,0.010972130787798991,0.009817169652241203,0.011549611355577884,0.010394650220020096,0.011549611355577884,0.011549611355577884,0.011549611355577884,0.013859533626693461,0.012704572491135675
47,0.003027220769156253,0.003027220769156253,0.003027220769156253,0.003935386999903129,0.00454083115373438,0.0054489973844812556,0.004843553230650005,0.00514627530756563,0.004843553230650005,0.00514627530756563,0.007568051922890632,0.008173496076721883,0.008173496076721883,0.007568051922890632,0.008778940230553133,0.00908166230746876,0.008778940230553133,0.008476218153637508,0.009384384384384385,0.009384384384384385,0.00908166230746876,0.008778940230553133,0.008778940230553133,0.008476218153637508,0.008173496076721883,0.00908166230746876,0.00908166230746876,0.00968710646130001,0.008778940230553133
48,0.0013108565136460163,0.0013108565136460163,0.0013108565136460163,0.0013108565136460163,0.0026217130272920327,0.005243426054584065,0.009175995595522114,0.01048685210916813,0.009175995595522114,0.009175995595522114,0.01048685210916813,0.011797708622814148,0.01048685210916813,0.009175995595522114,0.011797708622814148,0.011797708622814148,0.011797708622814148,0.01048685210916813,0.01048685210916813,0.01048685210916813,0.007865139081876098,0.007865139081876098,0.007865139081876098,0.007865139081876098,0.007865139081876098,0.007865139081876098,0.007865139081876098,0.007865139081876098,0.007865139081876098
49,0.0014708027273585241,0.001961070303144699,0.002696471666823961,0.002696471666823961,0.002696471666823961,0.005638077121541009,0.007108879848899533,0.008211981894418427,0.009682784621776951,0.011153587349135475,0.013114657652280173,0.014340326591745608,0.015320861743317959,0.01764963272830229,0.018385034091981552,0.01764963272830229,0.018630167879874638,0.01924300234960736,0.01973326992539353,0.020223537501179705,0.0213266395466986,0.02230717469827095,0.023410276743789843,0.023777977425629475,0.024881079471148367,0.02696471666823961,0.027209850456132695,0.028435519395598133,0.025984181516667256
