dep,2020-04-01,2020-04-23,2020-04-22,2020-04-03,2020-04-25,2020-04-02,2020-04-24,2020-04-05,2020-04-27,2020-04-04,2020-04-26,2020-04-07,2020-04-29,2020-04-06,2020-04-28,2020-03-31,2020-04-21,2020-03-30,2020-04-20,2020-03-29,2020-04-19,2020-03-22,2020-04-12,2020-05-03,2020-03-21,2020-04-11,2020-05-04,2020-03-24,2020-04-14,2020-05-01,2020-03-23,2020-04-13,2020-05-02,2020-03-26,2020-04-16,2020-03-25,2020-04-15,2020-03-28,2020-04-18,2020-05-05,2020-03-27,2020-04-17,2020-04-30,2020-03-20,2020-04-10,2020-03-19,2020-04-09,2020-04-08
11,3.612124620660146E-5,5.243308237090489E-5,5.243308237090489E-5,3.845154602609376E-5,5.243308237090489E-5,3.728639767936101E-5,5.243308237090489E-5,3.9616691247009334E-5,5.359819008206905E-5,3.9616691247009334E-5,5.243308237090489E-5,4.42772408715818E-5,5.5928396127423876E-5,4.194697231097392E-5,5.5928396127423876E-5,3.262577303276569E-5,5.243308237090489E-5,3.146060905621334E-5,5.126797153393196E-5,2.9130271724952726E-5,5.126797153393196E-5,9.321899539215635E-6,4.7772620268764285E-5,5.5928396127423876E-5,8.156673039191358E-6,4.7772620268764285E-5,5.5928396127423876E-5,1.5147985144870988E-5,4.893774048287843E-5,5.5928396127423876E-5,1.3982774276247326E-5,4.893774048287843E-5,5.5928396127423876E-5,1.9808797356753277E-5,4.893774048287843E-5,1.631319288714914E-5,4.893774048287843E-5,2.7965098370307337E-5,5.0102857571326345E-5,5.5928396127423876E-5,2.2139184705583642E-5,5.0102857571326345E-5,5.5928396127423876E-5,8.156673039191358E-6,4.7772620268764285E-5,5.826210659980384E-6,4.544237046308453E-5,4.42772408715818E-5
12,1.4041482794920321E-5,2.4962322222279094E-5,2.4962322222279094E-5,1.716175065361361E-5,2.4962322222279094E-5,1.5601619526485392E-5,2.4962322222279094E-5,2.0281996094238415E-5,2.4962322222279094E-5,2.0281996094238415E-5,2.4962322222279094E-5,2.0281996094238415E-5,2.4962322222279094E-5,2.0281996094238415E-5,2.4962322222279094E-5,1.4041482794920321E-5,2.4962322222279094E-5,1.092119251802927E-5,2.4962322222279094E-5,7.800879822425457E-6,2.4962322222279094E-5,0.0,2.4962322222279094E-5,2.4962322222279094E-5,0.0,2.4962322222279094E-5,2.4962322222279094E-5,1.5601871741766629E-6,2.4962322222279094E-5,2.4962322222279094E-5,0.0,2.4962322222279094E-5,2.4962322222279094E-5,6.240715067589969E-6,2.4962322222279094E-5,3.1203687434576265E-6,2.4962322222279094E-5,7.800879822425457E-6,2.4962322222279094E-5,2.4962322222279094E-5,7.800879822425457E-6,2.4962322222279094E-5,2.4962322222279094E-5,0.0,2.4962322222279094E-5,0.0,2.184211040791196E-5,2.0281996094238415E-5
13,5.1656237740545927E-5,1.1781847626159576E-4,1.1461730967054862E-4,6.232824830913576E-5,1.227268858736131E-4,5.613851412092488E-5,1.2144643654049226E-4,6.76641552528999E-5,1.2550117981122128E-4,6.55298003424653E-5,1.2358051666509355E-4,7.364029319940549E-5,1.287022661790145E-4,7.150596765877293E-5,1.269950230524136E-4,4.546635144772906E-5,1.1312342385304107E-4,4.077051678849771E-5,1.1162953289684857E-4,3.3513217898609315E-5,1.0714782919580795E-4,7.684788032032952E-6,9.007424854040826E-5,1.310497145199399E-4,7.471323534008218E-6,8.815342871228267E-5,1.3190332895249824E-4,1.536944008508254E-5,9.434270663152447E-5,1.3019609840948576E-4,1.1100205731774341E-5,9.178163681113744E-5,1.3019609840948576E-4,2.091938200339588E-5,1.0095873376531967E-4,1.6436742115980982E-5,9.75440226687662E-5,2.7749982387418837E-5,1.0565391768452218E-4,1.3254353867598557E-4,2.4334695624352474E-5,1.0373316676186986E-4,1.299826941197635E-4,4.909741373271433E-6,8.62326003886194E-5,3.842411013641946E-6,7.982977795224459E-5,7.769548282948345E-5
14,3.2031391557523376E-5,6.217642565550429E-5,6.15484254531912E-5,4.145193948589429E-5,6.280442494971537E-5,3.7683744836155594E-5,6.280442494971537E-5,4.7104170158089416E-5,6.34324233358271E-5,4.5220101440937495E-5,6.34324233358271E-5,5.0244266523314054E-5,6.406042081384209E-5,5.0244266523314054E-5,6.406042081384209E-5,2.76350659246017E-5,6.0920424342773504E-5,2.3866751389008645E-5,6.029242232434498E-5,2.3238695787507373E-5,6.029242232434498E-5,3.1404369616825063E-6,5.464036329236118E-5,6.468841738376296E-5,1.884264902074629E-6,5.464036329236118E-5,6.468841738376296E-5,7.537010557360876E-6,5.464036329236118E-5,6.468841738376296E-5,4.396605387798307E-6,5.464036329236118E-5,6.468841738376296E-5,1.2561611595514127E-5,5.7780405169120245E-5,1.0677393018564012E-5,5.52683734839695E-5,2.0726464298924026E-5,5.9036415562962854E-5,6.468841738376296E-5,1.5701957724275968E-5,5.9036415562962854E-5,6.406042081384209E-5,0.0,5.401235219271577E-5,0.0,5.338434018483781E-5,5.212831344466297E-5
15,1.520495198099378E-5,4.2572524132242977E-5,4.2572524132242977E-5,2.1286783722476157E-5,4.2572524132242977E-5,1.520495198099378E-5,4.2572524132242977E-5,2.4327667654875917E-5,4.2572524132242977E-5,2.1286783722476157E-5,4.2572524132242977E-5,2.7368530295574193E-5,4.2572524132242977E-5,2.4327667654875917E-5,4.2572524132242977E-5,1.2164004171411239E-5,4.2572524132242977E-5,9.123035068741641E-6,4.2572524132242977E-5,9.123035068741641E-6,3.9531767946061984E-5,3.041032983334224E-6,3.0409371644676283E-5,4.56132590283185E-5,0.0,3.0409371644676283E-5,4.56132590283185E-5,6.082044672879658E-6,3.649099046967025E-5,4.56132590283185E-5,3.041032983334224E-6,3.0409371644676283E-5,4.56132590283185E-5,9.123035068741641E-6,3.9531767946061984E-5,9.123035068741641E-6,3.649099046967025E-5,9.123035068741641E-6,3.9531767946061984E-5,4.865397263468311E-5,9.123035068741641E-6,3.9531767946061984E-5,4.56132590283185E-5,0.0,3.0409371644676283E-5,0.0,3.0409371644676283E-5,3.0409371644676283E-5
16,1.4967671828699151E-5,2.120404951289253E-5,2.120404951289253E-5,1.7462233648794448E-5,2.120404951289253E-5,1.6214954529823744E-5,2.120404951289253E-5,1.8709509185631833E-5,2.120404951289253E-5,1.8709509185631833E-5,2.120404951289253E-5,1.8709509185631833E-5,2.120404951289253E-5,1.8709509185631833E-5,2.120404951289253E-5,1.372038554540009E-5,2.120404951289253E-5,1.372038554540009E-5,2.120404951289253E-5,1.372038554540009E-5,2.120404951289253E-5,3.7419663184504758E-6,2.120404951289253E-5,2.120404951289253E-5,1.2473256885762561E-6,2.120404951289253E-5,2.2451314303453417E-5,6.236592618982498E-6,2.120404951289253E-5,2.120404951289253E-5,6.236592618982498E-6,2.120404951289253E-5,2.120404951289253E-5,7.483900395760466E-6,2.120404951289253E-5,7.483900395760466E-6,2.120404951289253E-5,1.122580223229269E-5,2.120404951289253E-5,2.2451314303453417E-5,9.978505202346769E-6,2.120404951289253E-5,2.120404951289253E-5,0.0,2.120404951289253E-5,0.0,1.995678114026005E-5,1.995678114026005E-5
17,2.214772898003948E-5,3.221450515047131E-5,3.221450515047131E-5,2.348997928492116E-5,3.221450515047131E-5,2.348997928492116E-5,3.221450515047131E-5,2.4832225441395744E-5,3.288561526522649E-5,2.348997928492116E-5,3.221450515047131E-5,2.6174467449488867E-5,3.288561526522649E-5,2.5503346963988386E-5,3.288561526522649E-5,2.013434574430112E-5,3.221450515047131E-5,1.812095317459897E-5,3.221450515047131E-5,1.610755127075005E-5,3.221450515047131E-5,2.6846333657721276E-6,2.8187822683565832E-5,3.355672434302119E-5,2.0134765801388304E-6,2.8187822683565832E-5,3.355672434302119E-5,3.3557891143007092E-6,2.885893902072973E-5,3.355672434302119E-5,3.3557891143007092E-6,2.8187822683565832E-5,3.355672434302119E-5,8.053850311962923E-6,3.0201168583832327E-5,3.3557891143007092E-6,3.0201168583832327E-5,1.2751860688121997E-5,3.221450515047131E-5,3.355672434302119E-5,9.396144176763816E-6,3.087228180977744E-5,3.355672434302119E-5,6.711598972559726E-7,2.8187822683565832E-5,0.0,2.75167053093226E-5,2.75167053093226E-5
18,2.3442747635511992E-5,4.5419174350065045E-5,4.5419174350065045E-5,2.4907877347905298E-5,4.981432624852331E-5,2.4907877347905298E-5,4.5419174350065045E-5,3.076834677047388E-5,4.981432624852331E-5,2.930323682877716E-5,4.981432624852331E-5,3.809382234056996E-5,4.981432624852331E-5,3.369855182603191E-5,4.981432624852331E-5,2.1977612980361172E-5,4.5419174350065045E-5,1.9047328841749996E-5,4.395411383287189E-5,1.3186701249873579E-5,4.395411383287189E-5,0.0,4.10239779713874E-5,4.981432624852331E-5,0.0,4.10239779713874E-5,5.127936699688729E-5,2.9304126576773235E-6,4.10239779713874E-5,4.981432624852331E-5,0.0,4.10239779713874E-5,4.981432624852331E-5,8.791178654701863E-6,4.2489048373291645E-5,7.325994570141554E-6,4.2489048373291645E-5,1.3186701249873579E-5,4.395411383287189E-5,5.127936699688729E-5,8.791178654701863E-6,4.2489048373291645E-5,4.981432624852331E-5,0.0,3.9558902627222236E-5,0.0,3.809382234056996E-5,3.809382234056996E-5
19,2.710461165234329E-5,4.5173413012211016E-5,4.5173413012211016E-5,2.710461165234329E-5,4.6980251802594686E-5,2.710461165234329E-5,4.6980251802594686E-5,2.8911525617480304E-5,4.8787083075740994E-5,2.710461165234329E-5,4.6980251802594686E-5,3.252533099471034E-5,5.2400723070957384E-5,3.0718432064947276E-5,4.8787083075740994E-5,2.168382464951501E-5,4.5173413012211016E-5,2.168382464951501E-5,4.5173413012211016E-5,1.987688061268655E-5,4.155971287986706E-5,0.0,3.975285153778168E-5,5.6014332998360565E-5,0.0,3.975285153778168E-5,5.6014332998360565E-5,5.42105766156458E-6,4.155971287986706E-5,5.420753179315256E-5,1.8070267392377161E-6,4.155971287986706E-5,5.420753179315256E-5,1.0842047655814823E-5,4.155971287986706E-5,7.2280618447788624E-6,4.155971287986706E-5,1.6262969984632852E-5,4.155971287986706E-5,5.6014332998360565E-5,1.0842047655814823E-5,4.155971287986706E-5,5.420753179315256E-5,0.0,3.975285153778168E-5,0.0,3.613910630127851E-5,3.433222240673561E-5
21,5.460061102260455E-5,1.2711916688669064E-4,1.246749183807688E-4,6.6008826924322E-5,1.3119288382691774E-4,6.111962823273631E-5,1.2711916688669064E-4,7.252767289401186E-5,1.3363709564952078E-4,7.089797057492575E-5,1.3119288382691774E-4,8.882435974089063E-5,1.3526656255571286E-4,8.393541789661853E-5,1.34451829866834E-4,4.80814959566009E-5,1.238601658217962E-4,4.645170189979079E-5,1.1978638009928147E-4,4.645170189979079E-5,1.1897161836916949E-4,2.118911187999818E-5,9.697247384808374E-5,1.4015492659208976E-4,1.2224613790495909E-5,9.61576693165912E-5,1.4015492659208976E-4,2.281900074330721E-5,1.0023167668712963E-4,1.393402030737929E-4,2.281900074330721E-5,9.941687827039533E-5,1.4015492659208976E-4,3.096835330745668E-5,1.1082391699722152E-4,3.096835330745668E-5,1.0675000898917772E-4,3.993246451003287E-5,1.1408301588888741E-4,1.4422852125825782E-4,3.341312925779274E-5,1.1082391699722152E-4,1.3852547802699968E-4,1.2224613790495909E-5,9.61576693165912E-5,8.96475042495886E-6,9.045399479220922E-5,9.045399479220922E-5
22,7.2844857086710954E-6,1.7482560436438312E-5,1.7482560436438312E-5,1.3840418380977786E-5,1.7482560436438312E-5,1.3840418380977786E-5,1.7482560436438312E-5,1.4568849235633186E-5,1.7482560436438312E-5,1.4568849235633186E-5,1.7482560436438312E-5,1.6025707279523346E-5,1.7482560436438312E-5,1.5297278868512486E-5,1.7482560436438312E-5,5.827598341566184E-6,1.7482560436438312E-5,5.827598341566184E-6,1.7482560436438312E-5,5.827598341566184E-6,1.7482560436438312E-5,7.284540691801159E-7,1.7482560436438312E-5,1.7482560436438312E-5,7.284540691801159E-7,1.7482560436438312E-5,1.7482560436438312E-5,2.1853585418860766E-6,1.7482560436438312E-5,1.7482560436438312E-5,7.284540691801159E-7,1.7482560436438312E-5,1.7482560436438312E-5,4.370706087256553E-6,1.7482560436438312E-5,2.1853585418860766E-6,1.7482560436438312E-5,5.099152825374277E-6,1.7482560436438312E-5,1.7482560436438312E-5,5.099152825374277E-6,1.7482560436438312E-5,1.7482560436438312E-5,0.0,1.6754134468862734E-5,0.0,1.6754134468862734E-5,1.6025707279523346E-5
23,4.1085519344092766E-5,7.096345593611391E-5,7.096345593611391E-5,4.482037383005644E-5,7.096345593611391E-5,4.482037383005644E-5,7.096345593611391E-5,4.482037383005644E-5,7.096345593611391E-5,4.482037383005644E-5,7.096345593611391E-5,4.8555196197219046E-5,7.096345593611391E-5,4.482037383005644E-5,7.096345593611391E-5,4.1085519344092766E-5,7.096345593611391E-5,4.1085519344092766E-5,7.096345593611391E-5,2.9880763167967266E-5,7.096345593611391E-5,0.0,6.722882627015738E-5,7.46980534870396E-5,0.0,5.975947059132814E-5,7.46980534870396E-5,0.0,7.096345593611391E-5,7.46980534870396E-5,0.0,6.722882627015738E-5,7.46980534870396E-5,1.4940638569799722E-5,7.096345593611391E-5,7.470383533503817E-6,7.096345593611391E-5,2.9880763167967266E-5,7.096345593611391E-5,7.843261892367961E-5,2.2410765113115317E-5,7.096345593611391E-5,7.096345593611391E-5,0.0,5.602474457725429E-5,0.0,5.602474457725429E-5,5.602474457725429E-5
24,6.380490728260009E-6,1.4887665884482094E-5,1.4887665884482094E-5,7.443896736156303E-6,1.4887665884482094E-5,6.380490728260009E-6,1.4887665884482094E-5,9.570700940371287E-6,1.4887665884482094E-5,9.570700940371287E-6,1.4887665884482094E-5,9.570700940371287E-6,1.4887665884482094E-5,9.570700940371287E-6,1.4887665884482094E-5,5.317082116616088E-6,1.4887665884482094E-5,5.317082116616088E-6,1.4887665884482094E-5,5.317082116616088E-6,1.4887665884482094E-5,2.1268406582995934E-6,1.0634099136715483E-5,1.4887665884482094E-5,2.1268406582995934E-6,9.570700940371287E-6,1.4887665884482094E-5,3.1902570816486322E-6,1.2760887718133892E-5,1.4887665884482094E-5,2.1268406582995934E-6,1.2760887718133892E-5,1.4887665884482094E-5,4.253670901018925E-6,1.2760887718133892E-5,4.253670901018925E-6,1.2760887718133892E-5,5.317082116616088E-6,1.3824278103233608E-5,1.4887665884482094E-5,5.317082116616088E-6,1.3824278103233608E-5,1.4887665884482094E-5,2.1268406582995934E-6,9.570700940371287E-6,1.0634216311519216E-6,9.570700940371287E-6,9.570700940371287E-6
25,5.715624500730937E-5,1.1832924342308294E-4,1.1752439148882655E-4,7.647496487455153E-5,1.19938942816858E-4,6.520581605431844E-5,1.19938942816858E-4,8.452417786380285E-5,1.2315832370570835E-4,8.291434720057818E-5,1.2235348072085555E-4,9.498793172460462E-5,1.2637768072979203E-4,8.693891267000561E-5,1.2557284371109774E-4,5.1521456500594335E-5,1.1510982673641916E-4,4.508160868471905E-5,1.1350010944344197E-4,4.427662099343743E-5,1.1269524855958297E-4,1.5296070331713317E-5,1.0545143348110511E-4,1.312066715203022E-4,1.449102742932705E-5,1.0384168038881866E-4,1.3201149809843196E-4,1.932126245903476E-5,1.0625630778974125E-4,1.287921828368386E-4,1.5296070331713317E-5,1.0625630778974125E-4,1.312066715203022E-4,2.334641727982303E-5,1.1028065695816867E-4,2.093132886405675E-5,1.0625630778974125E-4,3.059160194700494E-5,1.1189038618410416E-4,1.328163231850746E-4,2.9786587397259873E-5,1.1108552231700005E-4,1.2798735029270514E-4,9.660738677113003E-6,1.0223192132971337E-4,8.855685328645332E-6,1.014270395626742E-4,9.740260835181346E-5
26,6.590337512075612E-5,1.0260471671371605E-4,1.0260471671371605E-4,7.007413832259399E-5,1.0427288582170536E-4,6.673753096551405E-5,1.0343880206861333E-4,7.341072004530926E-5,1.0677512746944034E-4,7.341072004530926E-5,1.051069679728055E-4,8.258618760891958E-5,1.0677512746944034E-4,7.841554456585823E-5,1.0677512746944034E-4,6.089840640662889E-5,1.0260471671371605E-4,5.6727555084050834E-5,1.0093654119809559E-4,4.7551541175450636E-5,1.0010245103745647E-4,9.17701864823974E-6,9.009324415739392E-5,1.0760920481489092E-4,7.508484226693547E-6,8.925913317123357E-5,1.0844328055847064E-4,1.6685344217204487E-5,9.259556750399547E-5,1.0760920481489092E-4,1.2514068260118987E-5,9.009324415739392E-5,1.0760920481489092E-4,2.8364703761293136E-5,9.843426591029694E-5,2.169082248185844E-5,9.509787643276232E-5,4.254636096237849E-5,1.0010245103745647E-4,1.0844328055847064E-4,3.5038482483668373E-5,9.926835927489111E-5,1.0760920481489092E-4,5.005670574835994E-6,8.592267320627527E-5,4.171396152334597E-6,8.425443361173197E-5,8.342031141130223E-5
27,7.229902877274647E-6,1.8797497138753717E-5,1.3736712560894875E-5,7.95288654527003E-6,1.8797497138753717E-5,7.95288654527003E-6,1.8797497138753717E-5,7.95288654527003E-6,1.8797497138753717E-5,7.95288654527003E-6,1.8797497138753717E-5,1.0844809181478984E-5,1.8797497138753717E-5,9.398850270453506E-6,1.8797497138753717E-5,7.229902877274647E-6,1.3736712560894875E-5,5.060944651818693E-6,1.3736712560894875E-5,3.6149664835831472E-6,1.3736712560894875E-5,2.1689835009649376E-6,1.3736712560894875E-5,1.8797497138753717E-5,1.4459902042523157E-6,1.3736712560894875E-5,1.8797497138753717E-5,2.1689835009649376E-6,1.3736712560894875E-5,1.8797497138753717E-5,2.1689835009649376E-6,1.3736712560894875E-5,1.8797497138753717E-5,3.6149664835831472E-6,1.3736712560894875E-5,2.8919755940738793E-6,1.3736712560894875E-5,3.6149664835831472E-6,1.3736712560894875E-5,1.8797497138753717E-5,3.6149664835831472E-6,1.3736712560894875E-5,1.8797497138753717E-5,0.0,1.3736712560894875E-5,0.0,1.1567786831656328E-5,1.1567786831656328E-5
28,3.842920223144845E-5,6.370971776882975E-5,6.168733067955364E-5,4.146294179721359E-5,6.370971776882975E-5,4.146294179721359E-5,6.370971776882975E-5,4.75303573532422E-5,6.370971776882975E-5,4.449666017101401E-5,6.370971776882975E-5,4.955281036847698E-5,6.47209077817979E-5,4.955281036847698E-5,6.47209077817979E-5,3.6406697414230794E-5,6.168733067955364E-5,3.4384183178185695E-5,6.168733067955364E-5,3.2361659523321844E-5,6.067613360322375E-5,1.0113383622646317E-6,5.460890170183217E-5,6.674328074464203E-5,1.0113383622646317E-6,5.460890170183217E-5,6.674328074464203E-5,1.1124592457213645E-5,5.6631321753550365E-5,6.573209544036621E-5,9.101960478423073E-6,5.460890170183217E-5,6.674328074464203E-5,2.224889996172234E-5,5.764252824772085E-5,1.820373020160573E-5,5.6631321753550365E-5,2.9327856380175367E-5,6.067613360322375E-5,6.977682253105305E-5,2.9327856380175367E-5,6.067613360322375E-5,6.47209077817979E-5,1.0113383622646317E-6,5.3597688144262536E-5,1.0113383622646317E-6,5.258647223217245E-5,5.258647223217245E-5
29,1.772488778631383E-5,2.730560702047717E-5,2.730560702047717E-5,2.0599125748833303E-5,2.77846374341307E-5,1.916200914535069E-5,2.77846374341307E-5,2.1557200842561485E-5,2.77846374341307E-5,2.1078163559940735E-5,2.77846374341307E-5,2.2036237596889578E-5,2.77846374341307E-5,2.1557200842561485E-5,2.77846374341307E-5,1.4850630801355058E-5,2.682657607844854E-5,1.2455402116132952E-5,2.682657607844854E-5,1.0539209656617876E-5,2.682657607844854E-5,4.790605328946562E-7,2.3952379330045094E-5,2.77846374341307E-5,4.790605328946562E-7,2.3473344689358125E-5,2.77846374341307E-5,2.8743552709784185E-6,2.4910447026366848E-5,2.77846374341307E-5,1.4371800134604268E-6,2.443141344244523E-5,2.77846374341307E-5,5.269636798198406E-6,2.5868512609164887E-5,4.790581549655089E-6,2.5389480081907534E-5,1.0539209656617876E-5,2.682657607844854E-5,2.8263667319506725E-5,5.748691518409433E-6,2.5868512609164887E-5,2.77846374341307E-5,0.0,2.2994309520190305E-5,0.0,2.2515273822733317E-5,2.2515273822733317E-5
30,1.97278668072786E-5,4.583690090239745E-5,4.583690090239745E-5,2.4369587588713213E-5,4.7577447367650055E-5,2.3209162044355928E-5,4.7577447367650055E-5,2.8431052576852173E-5,4.873780780238507E-5,2.4369587588713213E-5,4.7577447367650055E-5,3.249247958296246E-5,5.163869532564794E-5,3.133207574262445E-5,5.047834264147534E-5,1.682676612580549E-5,4.525671719718946E-5,1.3925646064759913E-5,4.525671719718946E-5,1.160473606253442E-5,4.235578704479046E-5,5.802441677778964E-7,3.771425849613022E-5,5.279904490948958E-5,5.802441677778964E-7,3.771425849613022E-5,5.337921853882762E-5,5.802406792379972E-6,3.771425849613022E-5,5.279904490948958E-5,2.9012130865976433E-6,3.771425849613022E-5,5.279904490948958E-5,8.123347802915667E-6,3.945483751509723E-5,6.9628788480840445E-6,3.887464528387978E-5,1.0444276410124285E-5,4.1775598689062924E-5,5.4539563472444926E-5,8.123347802915667E-6,4.1775598689062924E-5,5.279904490948958E-5,5.802441677778964E-7,3.597367250109175E-5,5.802441677778964E-7,3.423307953011875E-5,3.365288032279256E-5
31,3.6578849655972615E-5,5.920659555375822E-5,5.8896634396145005E-5,3.998858543857869E-5,5.9826517205316504E-5,3.936863546924619E-5,5.9826517205316504E-5,4.308832201045839E-5,6.013647769916578E-5,4.2468376465948646E-5,5.9826517205316504E-5,4.6188036458413795E-5,6.044643797188961E-5,4.556809533876007E-5,6.013647769916578E-5,3.285910736115802E-5,5.827671141734527E-5,3.0379261464675443E-5,5.827671141734527E-5,2.5729512242760924E-5,5.827671141734527E-5,4.650024700258936E-6,5.2697364787180396E-5,6.137631746263657E-5,3.7200237432719143E-6,5.2387398983814986E-5,6.137631746263657E-5,9.299999612875845E-6,5.393722578825426E-5,6.075639802339187E-5,6.510020639724466E-6,5.2697364787180396E-5,6.137631746263657E-5,1.8909789998620782E-5,5.610697402283626E-5,1.2709949573163591E-5,5.548704706189236E-5,2.324962563543918E-5,5.734682528991839E-5,6.199623601709525E-5,2.1389701387107768E-5,5.734682528991839E-5,6.075639802339187E-5,2.480019369344607E-6,5.145750024643529E-5,9.300089230950386E-7,5.0217632165998724E-5,4.897776054585049E-5
32,6.855783845796972E-6,2.2852191954746065E-5,2.2852191954746065E-5,9.141021077843497E-6,2.513734501611716E-5,9.141021077843497E-6,2.513734501611716E-5,1.1426246285141964E-5,2.513734501611716E-5,9.141021077843497E-6,2.513734501611716E-5,1.1426246285141964E-5,2.513734501611716E-5,1.1426246285141964E-5,2.513734501611716E-5,6.855783845796972E-6,2.056702686928973E-5,6.855783845796972E-6,2.056702686928973E-5,6.855783845796972E-6,1.5996660625904482E-5,4.570534588972274E-6,1.3711459467818921E-5,2.513734501611716E-5,4.570534588972274E-6,1.3711459467818921E-5,2.513734501611716E-5,4.570534588972274E-6,1.3711459467818921E-5,2.513734501611716E-5,4.570534588972274E-6,1.3711459467818921E-5,2.513734501611716E-5,4.570534588972274E-6,1.3711459467818921E-5,4.570534588972274E-6,1.3711459467818921E-5,6.855783845796972E-6,1.5996660625904482E-5,2.513734501611716E-5,6.855783845796972E-6,1.5996660625904482E-5,2.513734501611716E-5,4.570534588972274E-6,1.3711459467818921E-5,4.570534588972274E-6,1.3711459467818921E-5,1.1426246285141964E-5
33,3.536023035419833E-5,5.742568215184786E-5,5.66281552294431E-5,3.9348045603272335E-5,5.742568215184786E-5,3.775292389774885E-5,5.742568215184786E-5,4.1740717176592734E-5,5.769152413385925E-5,4.120901352172845E-5,5.769152413385925E-5,4.439922568673557E-5,5.795736595314254E-5,4.306997346590238E-5,5.795736595314254E-5,3.216995179019221E-5,5.583062684238183E-5,2.8182070628975303E-5,5.583062684238183E-5,2.4725877335296193E-5,5.556478372126816E-5,5.849259391280517E-6,4.998204058682199E-5,5.875489043472222E-5,5.583385673481971E-6,4.971619388560903E-5,5.9020731603095096E-5,1.3027788246874308E-5,5.157711737679176E-5,5.822320760969793E-5,7.178625538869336E-6,5.131127165188265E-5,5.822320760969793E-5,1.7015808563200337E-5,5.2640498648717686E-5,1.4888868951782722E-5,5.2108808338219294E-5,2.2067248392891258E-5,5.450140960951453E-5,5.928657260874087E-5,2.0472063215288544E-5,5.370387731693343E-5,5.795736595314254E-5,1.8611365335639746E-6,4.8918652805468436E-5,7.97630919538714E-7,4.7855262420456494E-5,4.626017196077402E-5
34,4.172352823284784E-5,7.310584166199287E-5,7.125988599738097E-5,4.763096048930152E-5,7.347503185337562E-5,4.3938824745696615E-5,7.347503185337562E-5,4.873859509164695E-5,7.384422173091306E-5,4.873859509164695E-5,7.347503185337562E-5,5.279989779827848E-5,7.384422173091306E-5,5.095385582166023E-5,7.384422173091306E-5,3.80313422669082E-5,7.089069392291523E-5,3.544679341384223E-5,7.089069392291523E-5,3.0277649564380882E-5,6.830634061375574E-5,7.754233279688791E-6,5.796877358771967E-5,7.421341129460574E-5,6.277247138649813E-6,5.759957021435251E-5,7.45826005444542E-5,1.403136834127018E-5,6.239918958669316E-5,7.421341129460574E-5,1.0708190492762928E-5,6.055318841302376E-5,7.421341129460574E-5,2.030841267672742E-5,6.572197192590697E-5,1.7354520761444604E-5,6.424518291373344E-5,2.769305456742651E-5,6.719875591637641E-5,7.45826005444542E-5,2.363151706648609E-5,6.572197192590697E-5,7.421341129460574E-5,4.800255974531861E-6,5.686116252601292E-5,2.5847598099106888E-6,5.4276725729816594E-5,5.4276725729816594E-5
35,2.167258296611495E-5,3.69230115718929E-5,3.69230115718929E-5,2.408058098065249E-5,3.732433140871643E-5,2.367924890534711E-5,3.69230115718929E-5,2.6889895122858312E-5,3.732433140871643E-5,2.528457498105531E-5,3.732433140871643E-5,2.8093881335135775E-5,3.732433140871643E-5,2.7692552968607286E-5,3.732433140871643E-5,1.8863235074352632E-5,3.652169136422017E-5,1.6053869009468254E-5,3.571904983622795E-5,1.444850881295383E-5,3.531772851600352E-5,6.020270422267156E-6,3.170581994537124E-5,3.772565087478787E-5,4.816223014104083E-6,3.170581994537124E-5,3.772565087478787E-5,8.428355224161973E-6,3.250846889034694E-5,3.732433140871643E-5,7.625661773827949E-6,3.21071446032878E-5,3.772565087478787E-5,1.0033737674253984E-5,3.2909792806549346E-5,9.231047191000966E-6,3.250846889034694E-5,1.3645826489422081E-5,3.491640682492715E-5,3.772565087478787E-5,1.1639114189927599E-5,3.411376233011942E-5,3.732433140871643E-5,3.6121722678046968E-6,3.0903169516866675E-5,2.8094699158067466E-6,3.050184374637373E-5,2.969919109271024E-5
36,2.8000160024839997E-5,4.599930966361699E-5,4.599930966361699E-5,3.599987418140445E-5,4.9999019392327486E-5,3.000010237854683E-5,4.799916913247408E-5,3.9999676002175584E-5,5.1998860443262036E-5,3.9999676002175584E-5,4.9999019392327486E-5,3.9999676002175584E-5,5.399869228536254E-5,3.9999676002175584E-5,5.399869228536254E-5,2.6000208461281316E-5,4.3999440985671424E-5,2.6000208461281316E-5,4.3999440985671424E-5,2.6000208461281316E-5,4.3999440985671424E-5,4.000133387749646E-6,4.3999440985671424E-5,5.399869228536254E-5,4.000133387749646E-6,4.3999440985671424E-5,5.399869228536254E-5,1.4000305668290162E-5,4.3999440985671424E-5,5.399869228536254E-5,1.0000264388062578E-5,4.3999440985671424E-5,5.399869228536254E-5,1.4000305668290162E-5,4.3999440985671424E-5,1.4000305668290162E-5,4.3999440985671424E-5,2.6000208461281316E-5,4.3999440985671424E-5,5.399869228536254E-5,2.0000298510645932E-5,4.3999440985671424E-5,5.399869228536254E-5,2.0000712993521513E-6,4.3999440985671424E-5,0.0,4.3999440985671424E-5,4.3999440985671424E-5
