dep,2020-04-01,2020-04-23,2020-04-22,2020-04-03,2020-04-25,2020-04-02,2020-04-24,2020-04-05,2020-04-27,2020-04-04,2020-04-26,2020-04-07,2020-04-29,2020-04-06,2020-04-28,2020-03-31,2020-04-21,2020-03-30,2020-04-20,2020-03-29,2020-04-19,2020-03-22,2020-04-12,2020-05-03,2020-03-21,2020-04-11,2020-05-04,2020-03-24,2020-04-14,2020-05-01,2020-03-23,2020-04-13,2020-05-02,2020-03-26,2020-04-16,2020-03-25,2020-04-15,2020-03-28,2020-04-18,2020-05-05,2020-03-27,2020-04-17,2020-04-30,2020-03-20,2020-04-10,2020-03-19,2020-04-09,2020-04-08
22,4.88037213109112E-5,1.4712292265874592E-4,1.4275365298989883E-4,6.846934232672407E-5,1.514921483704944E-4,6.045753014779114E-5,1.4857933611343927E-4,7.793765707969615E-5,1.5294854717301808E-4,7.211102627607858E-5,1.514921483704944E-4,9.250389209593332E-5,1.5440494109145433E-4,8.522083565674705E-5,1.5367674474268484E-4,3.933477136328363E-5,1.4129721999861703E-4,3.6421206767250466E-5,1.3911256135356494E-4,3.350762262467035E-5,1.3692789171892923E-4,4.370706087256553E-6,1.1580885198253488E-4,1.6459956177189598E-4,4.370706087256553E-6,1.0925445841510897E-4,1.675122665836704E-4,8.741368188507648E-6,1.2381964312144916E-4,1.580459045204437E-4,5.827598341566184E-6,1.1726537045307231E-4,1.6459956177189598E-4,1.821098518225418E-5,1.3037381687573964E-4,1.3111986304542181E-5,1.2746086297415685E-4,2.9865614959042452E-5,1.3619966606518162E-4,1.696967823729425E-4,2.5495165444337584E-5,1.3547143919043846E-4,1.5731771427658113E-4,2.9138089455165517E-6,1.0634136285522203E-4,2.9138089455165517E-6,9.833024931073405E-5,9.396048872752946E-5
23,7.46980534870396E-5,2.091221814347944E-4,2.091221814347944E-4,7.843261892367961E-5,2.1285559112130923E-4,7.843261892367961E-5,2.1285559112130923E-4,8.963612255273366E-5,2.2405562761951668E-4,8.963612255273366E-5,2.2405562761951668E-4,1.0830798636512543E-4,2.427217132779321E-4,9.71049644103821E-5,2.3152215815596194E-4,6.722882627015738E-5,2.091221814347944E-4,5.975947059132814E-5,2.0538873965367515E-4,5.228998644603658E-5,2.0538873965367515E-4,7.470383533503817E-6,1.9045465157317858E-4,2.576540041894766E-4,3.7352078292394547E-6,1.792537484934565E-4,2.576540041894766E-4,1.867571790274352E-5,1.9792175980580195E-4,2.5018792291058234E-4,1.867571790274352E-5,1.9418822173784792E-4,2.5018792291058234E-4,3.7350632738872E-5,1.9792175980580195E-4,2.9880763167967266E-5,1.9792175980580195E-4,5.228998644603658E-5,2.0538873965367515E-4,2.613869966976925E-4,5.228998644603658E-5,1.9792175980580195E-4,2.5018792291058234E-4,0.0,1.7178631927997946E-4,0.0,1.7178631927997946E-4,1.6805255652342868E-4
24,7.018024285422834E-5,1.679883296682786E-4,1.679883296682786E-4,7.97493973497836E-5,1.679883296682786E-4,7.443322643802611E-5,1.679883296682786E-4,9.038154395246296E-5,1.7117735297796668E-4,8.825513545503079E-5,1.7011434780992422E-4,9.782389170482783E-5,1.7330335550836185E-4,9.357113717741391E-5,1.7117735297796668E-4,6.38006893859026E-5,1.679883296682786E-4,6.273742136349647E-5,1.658623011190053E-4,6.167415073801839E-5,1.584211192349615E-4,5.317082116616088E-6,1.1270820461000492E-4,1.7330335550836185E-4,3.1902570816486322E-6,1.1058190542654506E-4,1.7436635287074005E-4,3.934486624745142E-5,1.2121329724170288E-4,1.7330335550836185E-4,2.9774821435618513E-5,1.1802390702362418E-4,1.7330335550836185E-4,5.210459796355405E-5,1.3290752765381908E-4,4.572477896620447E-5,1.286551166647229E-4,6.167415073801839E-5,1.5735808284359745E-4,1.7649233979021044E-4,6.167415073801839E-5,1.562950438501027E-4,1.7330335550836185E-4,2.1268406582995934E-6,1.0845559583280216E-4,1.0634216311519216E-6,1.0207660458827729E-4,9.995025335199714E-5
25,2.3823551625924325E-4,5.221767143274553E-4,5.165479560761068E-4,2.8651057334972373E-4,5.350421735354089E-4,2.704194838823887E-4,5.310217584737519E-4,3.219088717200384E-4,5.471031954146316E-4,3.0501458922421883E-4,5.438869556643068E-4,3.468468495694468E-4,5.543396477680086E-4,3.275401531780868E-4,5.519275103811144E-4,2.1731465825627216E-4,5.068984864869466E-4,1.9156452637818924E-4,4.956405009832187E-4,1.794936264664097E-4,4.916197211484363E-4,4.9911503499024704E-5,4.329120959669412E-4,5.655961117675296E-4,2.9786587397259873E-5,3.951098358838338E-4,5.68812190751715E-4,7.003548706883732E-5,4.682984639983864E-4,5.591638823502312E-4,5.071648074583232E-5,4.369334193621593E-4,5.655961117675296E-4,9.659771763441179E-5,4.7875297551843945E-4,8.371926327814815E-5,4.7312365443347816E-4,1.2315832370570835E-4,4.875989040881749E-4,5.9212805116648E-4,1.1832924342308294E-4,4.8518639598346284E-4,5.591638823502312E-4,1.932126245903476E-5,3.8465331065431807E-4,9.660738677113003E-6,3.7580528496712205E-4,3.6373950487847575E-4
26,2.818962263233664E-4,5.286137332239879E-4,5.261139208788115E-4,3.2941691396967356E-4,5.411125791194782E-4,2.9106729025570673E-4,5.352798291324737E-4,3.544257138251313E-4,5.502781708310092E-4,3.4859045600234496E-4,5.452787811498433E-4,3.9360327170232824E-4,5.561107193890688E-4,3.7526528032909306E-4,5.544442849368847E-4,2.4854527027473204E-4,5.227808153689009E-4,2.2603192701390533E-4,5.136146433134273E-4,1.8433746859405664E-4,5.094481375154551E-4,2.8364703761293136E-5,4.561133326423321E-4,5.602767775449284E-4,2.4193539980287342E-5,4.45278900004063E-4,5.61943189617503E-4,5.505920333928097E-5,4.694476479298048E-4,5.594435691108897E-4,3.8375333386859316E-5,4.6194714595717017E-4,5.602767775449284E-4,1.1678394989310887E-4,4.919483766525304E-4,8.008380658931772E-5,4.80281477649708E-4,1.6932648360439367E-4,5.052815917446543E-4,5.652759945803314E-4,1.418049968395217E-4,4.986150353661942E-4,5.586103590782134E-4,1.5016838642019355E-5,4.286100142982113E-4,1.2514068260118987E-5,4.2110880699817467E-4,4.0944000477850274E-4
27,5.205261449030427E-5,1.879383690158541E-4,1.7637527906679207E-4,6.867921830155981E-5,1.9082909339940531E-4,6.07274437214345E-5,1.9010641410743747E-4,7.301648852544188E-5,1.9371979854211803E-4,7.301648852544188E-5,1.9155177148891112E-4,8.530518560145537E-5,1.9661048444415203E-4,7.735371543372613E-5,1.9371979854211803E-4,4.2654687282453085E-5,1.7565257572271876E-4,2.9641836942146304E-5,1.6553460262650697E-4,2.5304133514792565E-5,1.626437098737526E-4,7.95288654527003E-6,1.3590203961859622E-4,2.0528242670874287E-4,4.33795616949675E-6,1.3373372391534193E-4,2.1106362535300898E-4,1.0844809181478984E-5,1.3807034449599026E-4,2.0455977146708682E-4,1.0121830327746045E-5,1.3590203961859622E-4,2.0455977146708682E-4,2.3858222744548284E-5,1.489117065007676E-4,1.5182657029349406E-5,1.3879311038278043E-4,2.5304133514792565E-5,1.626437098737526E-4,2.161221110383214E-4,2.4581178731410156E-5,1.583073346631051E-4,2.023917985272083E-4,2.1689835009649376E-6,1.2795149577988493E-4,7.229957039320056E-7,1.0988153664830694E-4,9.325651018898266E-5
28,1.729046376896916E-4,6.114298129646892E-4,5.942608895660045E-4,2.3962135341871866E-4,6.144595525203765E-4,2.2041607669513155E-4,6.144595525203765E-4,2.871254946332413E-4,6.316276774415466E-4,2.709544554426313E-4,6.21528862621688E-4,3.1744457027799047E-4,6.437459452559715E-4,3.002640206235238E-4,6.336474122260534E-4,1.6582802119051104E-4,5.811312548623974E-4,1.496524647500615E-4,5.710312657479948E-4,1.2437695163693312E-4,5.680012232103452E-4,1.2135904914083685E-5,4.2556537230148314E-4,6.659618913952456E-4,1.0113277645362574E-5,4.0636831677566976E-4,6.700010322359919E-4,4.146294179721359E-5,4.669877063784754E-4,6.588933045298036E-4,3.2361659523321844E-5,4.4274096588798657E-4,6.659618913952456E-4,7.483267842177888E-5,5.245682902484557E-4,5.6631321753550365E-5,4.912330932446696E-4,9.606663045721347E-5,5.609310417420268E-4,6.871669617269018E-4,8.898876179935553E-5,5.538607451713442E-4,6.528344242174078E-4,7.079319079620631E-6,3.9929550346187297E-4,6.067994847735754E-6,3.720135730693967E-4,3.487720582852975E-4
29,5.1735484466338376E-5,1.0777530539590745E-4,1.0633847723718866E-4,6.083646001967385E-5,1.0921212880101224E-4,5.5088497648450164E-5,1.0873318819418684E-4,6.706333340749258E-5,1.0921212880101224E-4,6.418940293791431E-5,1.0921212880101224E-4,6.945826093784079E-5,1.0921212880101224E-4,6.850029151060442E-5,1.0921212880101224E-4,4.550839130371452E-5,1.0490164432472802E-4,4.2155304156253466E-5,1.0394375307552339E-4,3.8323172858835046E-5,1.0394375307552339E-4,8.623008742351993E-6,9.388576739977427E-5,1.096910688796618E-4,5.748691518409433E-6,9.053305374347299E-5,1.096910688796618E-4,1.6287761671691252E-5,9.723845517363276E-5,1.0921212880101224E-4,1.1976354793898057E-5,9.532263675779864E-5,1.096910688796618E-4,2.5868512609164887E-5,1.0011216695116197E-4,2.1078163559940735E-5,9.771740845702776E-5,3.544905219519969E-5,1.0298585971366055E-4,1.101700084302331E-4,2.8263667319506725E-5,1.0059111706544807E-4,1.0921212880101224E-4,5.748691518409433E-6,8.526445141815136E-5,5.269636798198406E-6,8.047475747601249E-5,7.616398776307122E-5
30,5.86007463259523E-5,1.891185421626117E-4,1.8621857279926788E-4,6.55626857213914E-5,1.9375845286647106E-4,6.440237023903637E-5,1.9375845286647106E-4,7.948622971198606E-5,2.0245815182700835E-4,6.55626857213914E-5,1.9549840660032131E-4,9.863037385577188E-5,2.0941778552274252E-4,9.108884205426274E-5,2.0477804211777012E-4,4.699726598757746E-5,1.8331858407146325E-4,3.655386860785089E-5,1.751985126125547E-4,3.365288032279256E-5,1.5953794604295238E-4,8.70358111760592E-6,1.1951393232798407E-4,2.1405747936008762E-4,5.802406792379972E-6,1.1777367414333706E-4,2.1463743760455386E-4,1.2765192614041962E-5,1.2647489533346143E-4,2.134775203410459E-4,1.0444276410124285E-5,1.1951393232798407E-4,2.1405747936008762E-4,1.682676612580549E-5,1.421366541735203E-4,1.682676612580549E-5,1.340158126858611E-4,3.0171668801665538E-5,1.5721781407790982E-4,2.2449660926746542E-4,2.3209162044355928E-5,1.560577434473537E-4,2.134775203410459E-4,3.4814533781917616E-6,1.1603340898538289E-4,1.1604875603148942E-6,1.0791207937577401E-4,1.0327125141180089E-4
31,9.67102628692581E-5,1.8410293663978443E-4,1.825535742770756E-4,1.0755782724228509E-4,1.8906085905681452E-4,1.0259897429099788E-4,1.8627203466164676E-4,1.1282654646390151E-4,1.909200653711056E-4,1.1158685357393487E-4,1.8937072732861976E-4,1.2181421408836146E-4,1.9463845412227525E-4,1.1685552391733553E-4,1.9246939788647094E-4,8.989165515285915E-5,1.7976470809489577E-4,8.152321754604589E-5,1.7573631421448905E-4,7.098495561877492E-5,1.7325728402302945E-4,1.673985591737069E-5,1.534245330482283E-4,1.9959625626748373E-4,1.2399955228647003E-5,1.5001568776189686E-4,2.0083569796056576E-4,3.0689242976139226E-5,1.6024214335226244E-4,1.974272247930282E-4,2.169968931491692E-5,1.546641065185298E-4,1.9866667267635907E-4,5.052759951797915E-5,1.6582010854314307E-4,3.936863546924619E-5,1.642706809541522E-4,6.323607047118253E-5,1.7077823968083994E-4,2.0300471241192197E-4,5.7966749596061695E-5,1.6953871220308666E-4,1.9525818248555213E-4,6.510020639724466E-6,1.4567711869963005E-4,2.480019369344607E-6,1.379295661418158E-4,1.249133666945064E-4
32,7.312278198920823E-5,2.2389964789762548E-4,2.1476314598491315E-4,8.683193306969916E-5,2.2846782677625924E-4,8.226226412603659E-5,2.2846782677625924E-4,1.0054065141420822E-4,2.5587589102459425E-4,9.597112671277317E-5,2.467400617967454E-4,1.1196425282537647E-4,2.5587589102459425E-4,1.0282539573533084E-4,2.5587589102459425E-4,5.484324068959059E-5,2.101948229488128E-4,4.798821433905145E-5,2.033422482922953E-4,4.570318151051299E-5,1.8506818724963695E-4,6.855783845796972E-6,1.370951182752438E-4,2.5815981830353316E-4,6.855783845796972E-6,1.256721778912618E-4,2.764308041506766E-4,1.5996660625904482E-5,1.5080225015450175E-4,2.5587589102459425E-4,9.141021077843497E-6,1.4394873829270464E-4,2.5587589102459425E-4,2.2852191954746065E-5,1.6679335724625066E-4,2.2852191954746065E-5,1.5765565386414502E-4,3.656292996795481E-5,1.8049955184135336E-4,2.9926845557121676E-4,3.42778370246298E-5,1.759308683720192E-4,2.5587589102459425E-4,4.570534588972274E-6,1.256721778912618E-4,4.570534588972274E-6,1.23387553760158E-4,1.2110291761053463E-4
33,1.573707968117252E-4,2.9714904948521467E-4,2.907723139476902E-4,1.8261924757091076E-4,3.0193153969475516E-4,1.725200434099659E-4,2.984775242706925E-4,1.9059213759978785E-4,3.080424227670962E-4,1.8660571088139556E-4,3.040570739942392E-4,2.06271727680228E-4,3.1362184960882306E-4,1.9909639230309128E-4,3.117620486259243E-4,1.4381575980366082E-4,2.8758391106758645E-4,1.2627331915716463E-4,2.838640781221848E-4,1.026164816666985E-4,2.7801856197749546E-4,1.6749941681442332E-5,2.4081797932072542E-4,3.205296121033651E-4,1.4357132421354614E-5,2.3816067290842447E-4,3.2265505538189615E-4,3.4030950467234104E-5,2.5330710167085845E-4,3.170757445901551E-4,2.2864838784596565E-5,2.466639961958307E-4,3.1787279337740096E-4,6.938841024484978E-5,2.6154441133936253E-4,5.715984000710817E-5,2.575586358479319E-4,9.464197637963076E-5,2.719072564269896E-4,3.263745560897466E-4,8.640150041646707E-5,2.679215760407754E-4,3.157473266942266E-4,5.317511792916269E-6,2.2992291970191738E-4,3.722265091400656E-6,2.2327945652269535E-4,2.147756753580479E-4
34,1.5432012416814443E-4,2.7389896631527705E-4,2.724228850264604E-4,1.805269468221635E-4,2.77220130872251E-4,1.65393622446817E-4,2.7537504258720157E-4,1.9196886639098471E-4,2.7980324130205973E-4,1.8458701730330904E-4,2.779581639913717E-4,2.0894664314245867E-4,2.831243607078673E-4,1.9971967289651848E-4,2.8238633636805415E-4,1.4213894994021412E-4,2.7131582076749195E-4,1.2811172000888255E-4,2.69470707397918E-4,1.1925218345397971E-4,2.6614948357839795E-4,2.547767518472196E-5,2.3145962785668209E-4,2.868144635945686E-4,2.1416116965228308E-5,2.296143451487254E-4,2.8829049597014166E-4,4.356960944496098E-5,2.4216211295126697E-4,2.864454547168339E-4,3.396990144920836E-5,2.3920972961311436E-4,2.868144635945686E-4,7.384422173091306E-5,2.4769777761434E-4,6.018398723671937E-5,2.4548352021627707E-4,1.0522421427406542E-4,2.6356629193672346E-4,2.9013552938517135E-4,8.78732045234341E-5,2.5065010325053583E-4,2.860764455255615E-4,1.4400608754774408E-5,2.2592375621145996E-4,8.861969589093003E-6,2.1854248424878745E-4,2.1411366085336364E-4
35,8.226980656682091E-5,1.9421197409633594E-4,1.9100256462148096E-4,9.430798334330352E-5,1.9862487339867684E-4,9.029529482724117E-5,1.962178429742985E-4,1.0193198938254624E-4,1.9942721390894144E-4,9.952442298711645E-5,1.9942721390894144E-4,1.1597586068962501E-4,2.0343889422577843E-4,1.083521011876346E-4,2.018342265458418E-4,7.504674032879135E-5,1.8739195061243523E-4,6.74222623023288E-5,1.8338012206268472E-4,6.140284299155896E-5,1.821765662710975E-4,1.8461898177756598E-5,1.4807443272486619E-4,2.078516997741535E-4,1.6856546882461895E-5,1.4165490810668136E-4,2.0905518441471146E-4,2.6889895122858312E-5,1.5770354173659507E-4,2.0584588462879743E-4,2.3277916459266336E-5,1.5048172999306136E-4,2.0664821179857895E-4,3.772565087478787E-5,1.7174560969229524E-4,3.170581994537124E-5,1.66931237540111E-4,4.9363754072716136E-5,1.7976944468176814E-4,2.094563452204204E-4,4.173882513821349E-5,1.761587372818205E-4,2.0464239109482086E-4,1.3645826489422081E-5,1.356365175962993E-4,1.0033737674253984E-5,1.2961804368277074E-4,1.2440196549209242E-4
36,1.3198495214037864E-4,4.6177195303744674E-4,4.5178208606275964E-4,1.4598100373861968E-4,4.8574669626651277E-4,1.4198217787889824E-4,4.697636811700844E-4,1.8996565826430553E-4,4.937379832409346E-4,1.6797388783844577E-4,4.877445317956178E-4,2.099572105169672E-4,5.097201160696359E-4,1.9396404233600647E-4,4.977335715871372E-4,1.1998797747350101E-4,4.298035698168507E-4,1.1598891227116971E-4,3.8584320021661496E-4,1.0599108815684129E-4,3.7585158651658656E-4,1.0000264388062578E-5,2.819191798640499E-4,5.316945884210086E-4,1.0000264388062578E-5,2.799203972733974E-4,5.336922125929164E-4,4.1999563098552564E-5,3.258900696387205E-4,5.237039998473982E-4,3.599987418140445E-5,3.158970765134701E-4,5.276993125115685E-4,5.799832834340062E-5,3.498723150423057E-4,5.5998514918713796E-5,3.4387687784593913E-4,1.0599108815684129E-4,3.6785813004508683E-4,5.336922125929164E-4,7.999566826726053E-5,3.5986452644650346E-4,5.17710961934641E-4,8.000229932020023E-6,2.6392980537091973E-4,6.000186265277325E-6,2.299478425557566E-4,2.1795357375333416E-4
37,1.1620188003531748E-4,2.8757876716085424E-4,2.8542801190137047E-4,1.4417176385402364E-4,2.968985835402926E-4,1.3054563521877776E-4,2.925971546787862E-4,1.6568583339834388E-4,3.026337557516181E-4,1.6138310474971164E-4,3.0119996979912326E-4,1.8648175427287938E-4,3.169713549389139E-4,1.8002795435989333E-4,3.119532490650315E-4,9.325088631392713E-5,2.8184339613277534E-4,8.177493460632509E-5,2.7610794936135493E-4,6.025670778134325E-5,2.725232566649127E-4,8.608612989084215E-6,2.409766850247885E-4,3.2987478951858004E-4,7.173856007551113E-6,2.3739170233985806E-4,3.327421673623402E-4,1.7217055341073698E-5,2.474295792841065E-4,3.255736872560229E-4,1.2195484705838552E-5,2.438446498658851E-4,3.2772424371188E-4,3.228141888189219E-5,2.6391987347138934E-4,2.4390626958164498E-5,2.6033508017201095E-4,5.523563477434004E-5,2.710893713015795E-4,3.377600330353959E-4,5.1649118513368105E-5,2.675046371810827E-4,3.2198940283118097E-4,5.739094286067396E-6,2.2233445189862185E-4,1.4347806815993664E-6,2.137300743964762E-4,2.0369141851413032E-4
38,9.577613554942121E-5,2.364841128967521E-4,2.2962136669026211E-4,1.1122192143465077E-4,2.450623931562775E-4,1.0298423732401908E-4,2.4403300847151827E-4,1.2735360021613523E-4,2.474642812655477E-4,1.1877299460862386E-4,2.450623931562775E-4,1.4417109544465076E-4,2.5432674552530206E-4,1.379933157289047E-4,2.519248953690507E-4,8.547863976587616E-5,2.234448023821254E-4,7.930002509569975E-5,2.1452294329688177E-4,6.865887155000107E-5,2.1109141022910983E-4,1.3732642695872014E-5,1.74715492650257E-4,2.6084598613426274E-4,1.0986148895206275E-5,1.7059727225452286E-4,2.642771260954548E-4,2.6434950597007073E-5,1.8054957136366052E-4,2.58787289145741E-4,1.9225578190881867E-5,1.7849049370794479E-4,2.5913040598822833E-4,4.291306671134483E-5,1.96335509066915E-4,3.639055384265429E-5,1.9153115398581286E-4,5.939055763226686E-5,2.0868932094881347E-4,2.6736512888367894E-4,5.4584687359090006E-5,2.0319878127442908E-4,2.563854636583087E-4,6.52305942414469E-6,1.678517702953731E-4,3.7765200292944607E-6,1.5824237675458324E-4,1.4863277058726196E-4
39,1.515603455992314E-4,4.932190556593201E-4,4.8480704428725433E-4,1.8523324079332832E-4,5.049955978556093E-4,1.5829513350675264E-4,4.965838145867902E-4,2.2900410173582467E-4,5.0836026554412E-4,2.1048619895027798E-4,5.049955978556093E-4,2.677208017313211E-4,5.167718207219666E-4,2.340543018265914E-4,5.134072182009466E-4,1.330391403209743E-4,4.7302995462819293E-4,1.1451714514155312E-4,4.7134748717719295E-4,9.2626495997974E-5,4.696650132081514E-4,1.3474172708934692E-5,3.5860731754642166E-4,5.335944423401272E-4,1.1789923981763737E-5,3.485097550063777E-4,5.43687702536146E-4,4.042126406557855E-5,3.8553300326222526E-4,5.335944423401272E-4,1.6842650568023998E-5,3.703875104567775E-4,5.335944423401272E-4,7.578678425203055E-5,4.2760104550349973E-4,4.8841887232880205E-5,4.0909160894701075E-4,9.2626495997974E-5,4.696650132081514E-4,5.45369889763263E-4,8.589068965427002E-5,4.5452245417138573E-4,5.335944423401272E-4,1.0105668722935083E-5,3.3504597307282746E-4,1.6842944504173642E-6,3.2158177372894944E-4,2.912857989141741E-4
40,2.740746551685733E-5,8.53790977064159E-5,8.43251370966085E-5,3.3732019631015504E-5,8.748701125279584E-5,3.162384516001932E-5,8.748701125279584E-5,3.584018386854953E-5,8.748701125279584E-5,3.478610302892292E-5,8.748701125279584E-5,5.6921263419348914E-5,8.748701125279584E-5,4.532679629949141E-5,8.748701125279584E-5,2.635336420996158E-5,8.43251370966085E-5,2.5299260344589246E-5,8.327117392900746E-5,1.8974583423555068E-5,8.221720820360039E-5,0.0,6.956941998513132E-5,9.591856312876375E-5,0.0,6.956941998513132E-5,9.591856312876375E-5,4.2166457376438295E-6,7.378539031773958E-5,9.591856312876375E-5,4.2166457376438295E-6,6.956941998513132E-5,9.591856312876375E-5,1.1595677267535905E-5,7.905529568032225E-5,1.1595677267535905E-5,7.589336013643912E-5,1.686633731486678E-5,8.221720820360039E-5,9.591856312876375E-5,1.4758080971728608E-5,8.221720820360039E-5,9.591856312876375E-5,0.0,6.956941998513132E-5,0.0,6.851542100711577E-5,6.113735653677884E-5
41,1.2318287883815118E-4,3.509129531611565E-4,3.429708906262699E-4,1.589391067569678E-4,3.720910765590347E-4,1.4437211000469728E-4,3.628257746474566E-4,1.655603073989267E-4,3.853268792639944E-4,1.6423607534624943E-4,3.747382693707257E-4,2.039612805947439E-4,4.051798270114118E-4,1.893957939120997E-4,3.8797399139992126E-4,1.0066818790337226E-4,3.337049674330319E-4,9.537044393283455E-5,3.2708632982727235E-4,6.4907161918091E-5,3.059060116312821E-4,9.27304564116549E-6,2.5162673091810877E-4,4.514998427386274E-4,7.948336957513125E-6,2.4765480986455225E-4,4.5282319917003434E-4,2.649389083488013E-5,2.7280969638753303E-4,4.4091284611673685E-4,1.4571839969062468E-5,2.569225691498246E-4,4.4620637668819376E-4,3.709099463681754E-5,2.8604852514738457E-4,2.9143191027018265E-5,2.7678138739010527E-4,6.225807988631365E-5,3.059060116312821E-4,4.6605654170370653E-4,4.6363248354203166E-5,2.992869503534039E-4,4.356192510226838E-4,7.948336957513125E-6,2.397108587778508E-4,3.974186662288423E-6,2.3441481065906612E-4,2.1720220823169572E-4
42,3.1847534895072E-4,6.588324325361085E-4,6.463573825580513E-4,3.740852347732476E-4,6.758432868482452E-4,3.417415757075989E-4,6.645027913401889E-4,4.024548824610866E-4,6.871834862358451E-4,3.916746346461656E-4,6.809464132167189E-4,4.4216927609653465E-4,6.962554325496844E-4,4.240145753480421E-4,6.922864793551585E-4,2.929378115654386E-4,6.367173257693459E-4,2.696689700534679E-4,6.242416405125529E-4,2.5150705673587006E-4,6.180036634888527E-4,5.621850512327021E-5,5.329313978388422E-4,7.149657233533983E-4,3.861551338751935E-5,5.085409414035628E-4,7.183675078070065E-4,9.653234638588293E-5,5.482456355456353E-4,7.109969411465575E-4,6.984613775944154E-5,5.352002078707527E-4,7.12697852247695E-4,1.52738357797553E-4,5.817082017094123E-4,1.2946200319696014E-4,5.714995565266469E-4,2.0780183994295728E-4,6.07795871451637E-4,7.23470134526911E-4,1.6863368797796893E-4,6.00990543464758E-4,7.041932301252644E-4,2.612263477897083E-5,4.932253035277388E-4,1.8740310315748734E-5,4.762072946186748E-4,4.574867145657197E-4
43,6.124452308088492E-5,2.5066509246400614E-4,2.4301333750804895E-4,7.655430445444608E-5,2.5640382021006305E-4,6.507201902159294E-5,2.5640382021006305E-4,9.377716341237542E-5,2.5640382021006305E-4,8.612264375302176E-5,2.5640382021006305E-4,1.1099933938887552E-4,2.659681979432844E-4,1.0717224819213202E-4,2.640553392472727E-4,5.5503215921083686E-5,2.3918740947380407E-4,5.1675635647920566E-5,2.3536144773475055E-4,4.593420198664948E-5,2.3536144773475055E-4,1.1484005974160315E-5,1.5692180338379834E-4,2.678810482140126E-4,7.656037723833591E-6,1.5309511684552431E-4,2.6979389005972427E-4,1.913984125470402E-5,1.6266176997055886E-4,2.678810482140126E-4,1.5311940484316486E-5,1.5883513400867313E-4,2.678810482140126E-4,3.445110695142711E-5,1.6840166069464907E-4,3.0623341133780933E-5,1.6648837221565937E-4,4.4020373898835465E-5,2.0857877177405193E-4,2.736195484760094E-4,4.019269242182064E-5,1.817944440401887E-4,2.678810482140126E-4,3.8280357326450885E-6,1.4161485491899058E-4,0.0,1.3204773815547833E-4,1.2056691983580725E-4
44,8.672107965035086E-5,2.135987715362912E-4,2.10276257011158E-4,1.0394236902978193E-4,2.1933760039212922E-4,9.487861763844163E-5,2.157130857269532E-4,1.2176719496039263E-4,2.2417023955827192E-4,1.1663130319559511E-4,2.2054576522515112E-4,1.3566400933949372E-4,2.2870078993799577E-4,1.26600919963287E-4,2.2598246538165824E-4,7.282269905282514E-5,2.063496161648476E-4,6.617549023135313E-5,2.0212088631841387E-4,6.134109263907845E-5,2.0091267022811612E-4,1.4505079899359643E-5,1.7463313862587423E-4,2.3474145025906005E-4,9.972294471968198E-6,1.6949787201027015E-4,2.3564754206043534E-4,2.6592276421290678E-5,1.815807556336936E-4,2.3262722870396569E-4,1.571381469005357E-5,1.7856006624350222E-4,2.332312930557082E-4,3.414660341860321E-5,1.9064269774579778E-4,3.20314051048429E-5,1.8701794359122465E-4,5.560017560137015E-5,1.9879828398178433E-4,2.3806377762224492E-4,4.562892879638233E-5,1.9577771434433518E-4,2.302109628952608E-4,5.137271203567814E-6,1.637583845230518E-4,3.6263153930583213E-6,1.5288335810906018E-4,1.420080593702614E-4
45,1.5387638811099815E-4,4.5447745201935435E-4,4.4685378114948444E-4,1.9837592301214307E-4,4.6146569942193203E-4,1.742195984013327E-4,4.582892372696776E-4,2.301585137248376E-4,4.6845383437828675E-4,2.187170490121706E-4,4.6210098906450457E-4,2.619387786903797E-4,4.7861819359149916E-4,2.466845417386487E-4,4.7607712609031965E-4,1.3289645440197077E-4,4.366886784763855E-4,1.214524270048826E-4,4.303353684825612E-4,9.983510800147087E-5,4.2652333787318326E-4,2.480194637622047E-5,3.5091115051579734E-4,5.002166670838886E-4,1.844260797385272E-5,3.394728666245066E-4,5.033928225917255E-4,3.1797111067806394E-5,3.7442223247939464E-4,4.964052498126909E-4,3.1797111067806394E-5,3.6425543431123467E-4,4.9767572595303E-4,5.6597241674102755E-5,4.030150763761814E-4,4.515120352502283E-5,3.884011913561657E-4,7.821671292685833E-5,4.188991762724749E-4,5.12921149747244E-4,6.168427291096129E-5,4.106395168293762E-4,4.8751181276339737E-4,1.4626960234741296E-5,3.191373958319207E-4,7.631518976494909E-6,3.000720271419864E-4,2.8227692787336655E-4
